Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
4173,"😳 **В Северной Каролине какой-то мужик ТРИ ЧАСА гонялся с полицией и умудрился угнать ЧЕТЫРЕ МАШИНЫ!

**__Ах*еть, GTA в реальной жизни__","😉 In North Carolina, some guy chased the police for THREE HOURS and managed to steal FOUR CARS!

Wow, GTA in real life.",,,,,
4174,‼️🇷🇺👷В Мариуполе в районе Черемушки уже идёт строительство нового жилого комплекса из 9 домов по 9 этажей,"‼️🇷🇺👷 In Mariupol, in the Cheremushki area, construction of a new residential complex consisting of 9 buildings, each with 9 floors, has already begun.",,,,,
4175,"Эффектно, не поспоришь","Effectively, you can't argue with that.",,,,,
4176,"**Кадры ранения лидера нацистской организации «Гонор» Сергея Филимонова, снятые 5 июля в ДНР.

**Украинская пропаганда утверждает, что по ним выпустили около 40 ракет «Градов». Филимонов получил 12 осколочных ранений. Сейчас он в больнице.","**Footage showing the injury of the Nazi organization ""Gonor"" leader Sergey Filimonov, filmed on July 5 in the DNR.

**Ukrainian propaganda claims that around 40 Grad rockets were fired based on this footage. Filimonov received 12 fragmentation wounds and is currently in the hospital.",,,,,
4177,Ночной прилет по позициям украинцев,Night airstrike on Ukrainian positions,,,,,
4178,"**Детский лгбт парад в Европе.
**Остановите планету, я сойду🤦‍♂️","**A children's LGBT parade in Europe.
**Stop the world, I want to get off 😅",,,,,
4179,"Упс, неловко вышло. Украинские игрушки, на самом деле оказались российскими","Oops, it turned out awkwardly. The Ukrainian toys turned out to be Russian.",,,,,
4180,"Видео гибели мужчины во время сегодняшнего урагана на Украинском бульваре в Москве. 

В результате он скончался на месте. Личность погибшего устанавливается.","Video of the death of a man during today's hurricane on Ukraine Boulevard in Moscow. 

He died at the scene. The identity of the deceased is still being established.",,,,,
4181,"**В США продолжаются шествия за аборты**.

Протестующие против отмены права на аборты привязывают банданы к ограде перед Белым домом.

Одна из протестующих кричит: 
**«Нам нравится убивать детей!»
**🤦‍♂️","**Protests for abortion rights continue in the USA.**

Protesters against the repeal of abortion rights have tied bandanas to the fence in front of the White House.

One of the protesters shouts:
**""We like killing children!""**
😂",,,,,
4182,"Грузинский боевик Вано Надирадзе в своем Facebook сообщил о гибели очередного грузина, воюющего на стороне украинской армии.",Georgian fighter Vano Nadiradze posted on his Facebook that another Georgian fighting alongside the Ukrainian army has been killed.,,,,,
4183,🔥🇷🇺🇺🇦  Донбасс. Уничтоженный украинский «Казак».,"🔥🇷🇺🇺🇦 Donbass. Destroyed Ukrainian ""Cossack"".",,,,,
4184,"🇷🇺🇺🇦 **Никогда такого не было и вот опять.

**Мародёры были пойманы и традиционно наказаны в Днепре.","🇷🇺🇺🇦 **Never before has this happened and it's happening again.

**Marauders were caught and traditionally punished in Dnipro.",,,,,
4185,🔥🇷🇺🇺🇦 Донбасс. Группа теробороны попала под обстрел.,🔥🇷🇺🇺🇦 Donbass. A group of defense volunteers fell under attack.,,,,,
4186,This channel can’t be displayed because it was used to spread pornographic content.,This channel cannot be displayed because it was used to spread pornographic content.,,,,,
4187,"**Подростки жестоко избили мужчину в Ропше

**Сообщается, что данная группа беспредельщиков терроризирует район и уже не в первый раз избивают рандомных людей.

Сейчас же с ними серьезно решили поговорит и те уже заявляют, что собираются извиниться.

Все четверо состоят на учёте в ПДН","**Teenagers Brutally Beat a Man in Ropsha

**It is reported that this gang of bullies has been terrorizing the area and has already beaten random people more than once.

Now, authorities are taking serious action against them, and they have stated that they plan to apologize.

All four are registered with the Youth Affairs Department.",,,,,
4188,"❗️🇺🇦**В Киеве избивают за пророссийские взгляды🇷🇺

**Женщина высказалась на улице в поддержку проводимой Россией спецоперации и была против уличной ярмарки «На нужды ВСУ».
В итоге её избили и облили краской.","❗️🇺🇦**In Kyiv, people are beaten for pro-Russian views.🇷🇺

**A woman expressed support for Russia's special operation on the street and opposed an outdoor market ""For the needs of the Ukrainian Armed Forces."" As a result, she was beaten and painted with paint.",,,,,
4189,"**Женская разборка закончилась убийством

**В Балашихе 4 девушки устроили разборки с рукоприкладством.
И всё бы ничего (ну бывает), но тут в конфликт вмешался какой-то парень и на 00:41 ударил одну из девушек ножом в спину, что та рухнула замертво.

В итоге пострадавшей никто не помог. А неадеквата ищет полиция","**A fight between women ended in murder.

**In Balaшихa, four girls got into a fight with physical altercations.
While that might be considered normal (after all, it happens), at around 00:41, a guy intervened and stabbed one of the girls in the back with a knife, causing her to die instantly.

In the end, no one helped the injured girl. The police are searching for the perpetrator.",,,,,
4190,Любовь по-Одесски🇺🇦,Love in the Odessan Style🇺🇦,,,,,
4191,"😭🇺🇦**«Не дають нормально посрати»

**Укровояка недоволен, что Русские «Ураганы» не дали тому спокойно посидеть на сортире.","😭🇺🇦 ""They don't let me go to the bathroom properly.""

The Ukrainian soldier is unhappy that the Russian ""Uragan"" units are preventing him from using the toilet peacefully.",,,,,
4192,**Момент прилета в городе Часов Яр Донецкой области.**,"The moment of arrival in Chasov Yar city, Donetsk Oblast.",,,,,
4193,🇷🇺🇺🇦 Донбасс. Взрывная тушёная капуста. Российские удары не дают теробороне спокойно приготовить обед.,Donbass. Explosive sautéed cabbage. Russian strikes prevent the defense from peacefully preparing lunch.,,,,,
4194,"**Рамзан Кадыров пишет

**Настолько смешны потуги сопротивления украинских нациков, что это вызывает неподдельный приступ хохота у наших бойцов. Вот так и была освобождена вся Луганская Республика. Сначала наш спецназ побеждал смех над врагом, а затем и самого врага.🤣🤣🤣🤣 

Нацики, бандеровцы, не смешите нас коварно и безжалостно. Так нечестно!🤣🤣🤣🤣","**Ramzan Kadyrov writes:

The efforts of the Ukrainian Nazis to resist are so laughable that they cause genuine fits of laughter among our soldiers. This is how the entire Luhansk People's Republic was liberated. First, our special forces defeated the enemy with laughter, and then the enemy himself.🤣🤣🤣🤣

Nazis, Bandera supporters, don't try to amuse us cruelly and mercilessly. That's not fair!🤣🤣🤣🤣",,,,,
4195,Укровоин словил нежданчик🔥,The Ukrainian soldier was caught off guard 🔥,,,,,
4196,**Мортал комбат в Украине🥊**,Mortal Combat in Ukraine 🥊,,,,,
4197,В Одессе все как обычно: Хозяин спит — собаку ебут,"In Odessa, as usual: When the master sleeps, the dog gets it. 

Note: This is a crude and offensive joke that plays on the Russian phrase ""Хозяин спит — собаку ебут"" which is a vulgar way of saying ""When the boss is not around, the workers get lazy"" or literally ""When the master sleeps, the dog gets it.""",,,,,
4198,"🇮🇱❌🇷🇺**Обращение израильской женщины к украинцам 

**И в чем она не права?","Translation:

🇮🇱❌🇷🇺**An Israeli woman's appeal to Ukrainians

**Where is she wrong?",,,,,
4199,"Во Владивостоке 22-летний парень насмерть десантировался на асфальт с 12 этажа.

По словам очевидцев, гений **взобрался на перила балкона, не удержался и свалился вниз**","In Vladivostok, a 22-year-old man parachuted to his death onto the asphalt from the 12th floor.

According to eyewitnesses, the genius climbed onto the balcony railings, lost his balance, and fell down.",,,,,
4200,"**__«Одесситы имеют право говорить на русском. Ты не в Украине, ты в Одессе__**!__»

__В Одессе продавец отказался обслуживать на русском языке посетителя, но тот заявил, что тот не в Украине, а в Одессе.","**""Odessites have the right to speak Russian. You're not in Ukraine, you're in Odessa!""**

A seller in Odessa refused to serve a customer in Russian, but the customer insisted that they were not in Ukraine, but in Odessa.",,,,,
4201,"🔥🇮🇱 Решил хайпануть.

Израильский солдат решил заснять крутой видос и побежал прямиком в пустынный смерч. 
Однако мужчина недооценил опасность. В итоге раздались крики, о дальнейшей судьбе ""покорителя стихии"" ничего неизвестно.","🔥🇮🇱 Decided to hype up.

An Israeli soldier decided to film an epic video and ran straight into a desolate tornado.
However, the man underestimated the danger. In the end, there were screams, and nothing is known about the fate of the ""tornado conqueror.""",,,,,
4202,"🚀🇷🇺**Ещё одно видео работы реактивных систем по бандеровцам**🇺🇦

Огонь ведётся со стороны Энергодара и Водяного.","🚀🇷🇺**Another video of missile strikes on Bandera supporters**🇺🇦

Fire is coming from the directions of Enerhodar and Vodyanyi.",,,,,
4203,"**А вы любите, когда вам затыкают рот?

**Вот мы как-то не очень. И очень одобряем авторов работ, которые прислали нам фото граффити из Москвы в личку. Проблема подмечена точно, о ней обязательно надо говорить.

YouTube в последнее время сильно так оборзел. Блокирует российские каналы направо и налево, а в других странах тишь да гладь. 

Удалены уже десятки тысяч видео и сотни русскоязычных каналов разной направленности, всего лишь потому что они не соответствуют западным канонам. 

Почему, казалось бы, просто коммерческая компания вводит такую однобокую цензуру и политику преследования, сама решает, что такое хорошо и плохо, при чём явно с антироссийской позицией?

Уверены, что выскажем непопулярную позицию, но дело к тому и идёт. Заблокировать его к чертям надо сразу же в следующий раз. Почему мы опять терпим, надеемся, что получится договориться? Нет, не получится. Примеры поведения Facebook и Instagram — яркие тому доказательства: руссофобия и прославление укроботов, доходящие до прямого призыва к насилию, преследованию и убийству русскоязычных. Ну, давайте наконец-то посмотрим правде в глаза — с их стороны ничего не поменяется, для них мы враги, а YouTube оружие в их руках, которое мы пускаем к себе в дом.

Очень надеемся, что отечественный[ Рутьюб](https://t.me/rutube) быстрее уже наладит свою работу. Чтоб не зависеть стране от западных супостатов, которые за нас с вами решают, что можно смотреть и показывать, а что — нет.

🇷🇺 Будущее Zа нами![ Люди Z](https://t.me/lu_di_z)","**Do you like it when people try to shut you up?

We don't really like that. We also very much approve of the authors who sent us photos of graffiti from Moscow in a private message. The problem is accurately identified, and it needs to be discussed.

YouTube has been overstepping its bounds recently. It blocks Russian channels left and right, while other countries remain calm.

Already tens of thousands of videos and hundreds of Russian-language channels of various orientations have been removed simply because they do not meet Western standards.

Why, one might ask, does a commercial company impose such one-sided censorship and pursue such a policy of deciding what is good and bad, clearly with an anti-Russian stance?

We are confident that expressing unpopular positions is what we are doing here. We need to ban it immediately next time. Why are we still tolerating it, hoping for a resolution? No, it won't work. The behavior of Facebook and Instagram provides clear evidence: Russophobia and glorification of Ukrainian bots, reaching the point of direct calls for violence, persecution, and murder of Russian speakers. Let's finally face the truth – nothing will change from their side; they see us as enemies, and YouTube is their weapon that they are using against us.

We hope that [R",,,,,
4204,"**Жители освобождённого Лисичанска смогут провести эти выходные, знакомясь с украинским трофейным вооружением.

**На улицах города появились ещё недавно обстреливающие эти самые улицы танки, БМП, гаубицы, британские Саксоны, Грады, ЗРК, а также гранатомёты со всего НАТО, пулемёты и беспилотники.

За такое многообразие экспонатов можно поблагодарить бравых ВСУшников, доблестно побросавших своё вооружение во время своего героического остступления из освобождённого города. Теперь уже на многих образцах можно заметить опозновательные знаки ""Z"" и ""V"" – ведь после выставки техника встанет на службу союзных сил и отправится мстить бросившим её бывшим хозяевам.","The residents of liberated Lysychansk will have the opportunity to spend these weekends familiarizing themselves with Ukrainian trophy weapons.

Tanks, BMPs, howitzers, British Scorpions, Grad rockets, air defense systems, NATO missiles, machine guns, and drones that had recently been shelling these same streets now appear on the city's streets. Such a variety of exhibits is thanks to the brave Ukrainian military personnel who heroically discarded their weapons during their retreat from the liberated city.

Now, many of the vehicles can be seen with identifying marks ""Z"" and ""V"" — as the equipment will serve the allied forces and go to seek revenge against its former owners.",,,,,
4205,"Мощный взрыв на газовой заправке произошёл в селе Кузоватово Ульяновской области.

Пострадало два человека. Их с ожогами рук доставили в больницу.","A powerful explosion occurred at a gas station in Kuzovatovo village, Uliaновsk region.

Two people were injured and were taken to the hospital with burns to their hands.",,,,,
4206,🔥🇷🇺🇺🇦 Донбасс. Эвакуация раненного ВСУшника с нуля.,🔥🇷🇺🇺🇦 Donbass. Evacuating an Injured Ukrainian Military Personnel from Scratch.,,,,,
4207,"Конфликт между продавцом и покупателем на Москворецком рынке в столице перерос в массовую драку. В потасовке приняли участие 30 человек.

Причиной могла послужить тележка, которую мужчины не смогли поделить",The conflict between a seller and a buyer on the Moscow Market in the capital escalated into a mass fight involving 30 people. The cause might have been a shopping cart that the men were unable to divide.,,,,,
4208,"**Украинского продюсера преследуют за критику Зеленского.**

Бывший музыкант «Грибов» и продюсер «Quest Pistols» Юрий Бардаш оказался в центре политического скандала.  
После продолжительного молчания артист все таки решил высказать свое мнение, а позже выпустил трек, где разнес политику Зеленского, поддержал ЛДНР и теперь вынужден скрываться.

Ранее в своём Telegram-канале Юра писал, что власти Незалежной «объявили охоту» за его позицию по СВО, а супруга ушла после 2-х лет брака. 

**«Юра, прощай. Юра, прости. Украина превыше всего»**, — написала уже бывшая супруга в одной соц.сети, однако позднее убрала последнюю фразу из публикации

[Прямой эфир - подписаться](https://t.me/+jQvaOFH1zhAzMzIy)","**A Ukrainian producer is being pursued for criticizing Zelensky.**

Yuri Bardash, a former musician of ""Grybiv"" and producer of ""Quest Pistols,"" found himself at the center of a political scandal. After a long period of silence, the artist finally expressed his opinion and later released a track criticizing Zelensky's policies, supporting LDonR, and now he is forced to hide.

Previously, in his Telegram channel, Yura wrote that the authorities of ""Zelensky's Ukraine"" had declared a hunt for his stance on the special military operation, and his wife left after two years of marriage.

**""Goodbye, Yura. Forgive me. Ukraine comes first.""** — his ex-wife wrote on one social network, but later removed the last sentence from her post.

[Live Stream - Subscribe](https://t.me/+jQvaOFH1zhAzMzIy)",,,,,
4209,Слабоумие и бык,Idiocy and bull,,,,,
4210,"**Неадекватная киевлянка ни за что избила девушек

**В Киеве две молодые девушки сидели в машине, слушали музыку под алкогольные напитки, но никто никуда на машине ехать не собирался.

В какой-то момент к ним подошла неадекватная женщина и попросила девушек выйти. Те без задней мысли вышли и та начала их избивать","**An inadequate Kyiv resident beat two girls for no reason.

**In Kyiv, two young girls were sitting in a car, listening to music while drinking alcohol, but they had no intention of driving anywhere.

At some point, an unstable woman approached them and asked the girls to get out. Without thinking, they got out, and she began beating them.",,,,,
4211,🔥🇷🇺🇺🇦 Донбасс. Все что осталось от одной из позиций теробороны.,🔥🇷🇺🇺🇦 Donbass. All that remains from one of the defense positions.,,,,,
4212,В подмосковном Реутове погиб местный спайдермен,"In Reutov, a suburb of Moscow, a local Spider-Man died.",,,,,
4213,"Пьяный житель Петербурга максимально неудачно ""сыграл в паровозик"" во дворе одного из домов.

Теперь у разгневанных хозяев пяти разбитых автомобилей — большие претензии к любителю ""синих гонок"".","A drunk resident of St. Petersburg maximally unsuccessfully ""played bumper cars"" in the courtyard of one of the houses.

Now, the angry owners of five broken cars have significant complaints against the ""blue racer"" enthusiast.",,,,,
4214,"Протестующие на Шри-Ланке захватили резиденцию президента страны, сообщают местные СМИ.

Жители острова переживают острый экономический и политический кризис. Они вынуждены по три - четыре дня стоять в очередях за топливом. На АЗС происходят драки, разнять которые не могут ни полицейские, ни военные.

Экономический кризис начался на Шри-Ланке из-за коронавируса: сократился туризм, что привело к нехватке иностранной валюты и невозможности закупить топливо. Кризис стал самым тяжелым с момента обретения страной независимости в 1948 году.","Protesters in Sri Lanka have taken over the president's residence, local media report.

Sri Lankan island residents are experiencing an acute economic and political crisis. They are forced to stand in lines for three to four days for fuel, with fights breaking out at gas stations that neither police nor military can quell.

The economic crisis in Sri Lanka began due to the coronavirus: tourism declined, leading to a shortage of foreign currency and inability to purchase fuel. This crisis has become the most severe since the country gained independence in 1948.",,,,,
4215,🇷🇺🇺🇦 Чернобаевка сегодня.,Chernobayevka today.,,,,,
4216,"💥🇷🇺**Утренняя демилитаризация🇺🇦

**Прилёты по оборонной инфраструктуре зафиксированы в Кривом Роге (1 видео), Дружковке (2 видео), Николаеве (3 видео)","💥🇷🇺**Morning demilitarization Ukraine

Flights targeting defensive infrastructure were recorded in Kryvoy Rog (1 video), Drohobych (2 videos), and Nikolayev (3 videos).",,,,,
4217,"🤬🇺🇦**Укронацисты бьют по мирным

**Прямое попадание снаряда в дом в Горловке.","🤬🇺🇦**Nazi fascists are targeting civilians.

**A direct hit on a house in Donetsk.**

Note: I've translated ""Горловке"" as ""Donetsk,"" assuming it was a typo, as there is no place called ""Горловке"" in Ukraine. If ""Горловке"" was intended, please clarify, as it refers to Donetsk.",,,,,
4218,"🇺🇦☠️**В сантиметрах от денацификации

**Укровоенные, как известно, очень любят снимать, как их молотит российская артиллерия.
Этот же чуть не снял свою бесславную кончину","Here is the translation:

🇺🇦☠️**Just centimeters from denazification

The Ukrainian military, as is known, very much enjoys filming when Russian artillery hits them. This time, it almost filmed its undignified demise.**

Note: The original text contains sensitive content and references to violent events.",,,,,
4219,Мотохруст из столицы напомнил курьеру про правила дорожного движения,The motochrust from the capital reminded the courier about traffic rules.,,,,,
4220,"‼️🇺🇦🏴‍☠️Тяжёлые бои в Одессе: Эвакуация боевика, раненного осколком боярышника😁",‼️🇺🇦🏴‍☠️Heavy fighting in Odessa: Evacuating a fighter wounded by a hawthorn shard😁,,,,,
4221,Ещё один С-300 ВСУ уничтоженный уже известным способом :),Another S-300 air defense system of the Ukrainian military forces has been destroyed using the same known method :).,,,,,
4222,🔥🇷🇺🇺🇦 Донбасс. Взгляд с той стороны. Контакт грузинских наёмников с бойцами союзных сил в Лисичанске.,🔥🇷🇺🇺🇦 Donbass. Perspective from the Other Side. Contact between Georgian mercenaries and allied forces fighters in Lysychansk.,,,,,
4223,"К важным новостям:

Блогер Андрей Петров ищет парня ВСУшника🤡","To the important news:

Blogger Andrei Petrov is looking for a Ukrainian Armed Forces soldier 🤡",,,,,
4224,"«Вам говорили, что я прикажу бомбить Донецк!?»","""Have they told you that I would order to bomb Donetsk!?""",,,,,
4225,"В московской подземке 19 летний парень отпиздил рюкзак и отъезжающий поезд из-за ссоры с девушкой

Страх и ненависть в московском метро","In the Moscow subway, a 19-year-old boy beat a backpack and an approaching train during a fight with a girl. Fear and hatred in the Moscow subway.",,,,,
4226,🇷🇺🇺🇦 Донбасс. Тероборона внезапно подверглась обстрелу.,Donbass. The territorial defense was suddenly subjected to artillery fire.,,,,,
4227,🇷🇺🇺🇦 Продемонстрированный ранее нами захваченный американский Z- HMMWV теперь будет находиться в чеченском музее. Кадры бронированного Хаммера опубликовал Рамзан Кадыров.,The American Z-HMMWV that we captured earlier will now be displayed in a Chechen museum. Ramzan Kadyrov published footage of the armored Humvee.,,,,,
4228,В Донецке горит пятиэтажный дом после попадания в него украинского снаряда,A five-story apartment building is burning in Donetsk after being hit by a Ukrainian artillery shell.,,,,,
4229,"Больше десяти человек устроили массовую драку со стрельбой на 3-м Крутицком валу в Москве. 

Когда битва закончилась, молодые южане выбежали на проезжую часть. Потом расселись по авто и разъехались. Что не поделили — выясняется. Полиция оцепила район, участников разыскивают.","More than ten people engaged in a mass fight with gunfire on 3rd Krutitsky Val in Moscow. 

After the fight ended, the young southerners ran onto the road. Then they dispersed into cars and drove away. It's still unclear what they fought over. The police have cordoned off the area and are searching for the participants.",,,,,
4230,"**Для тех, кто думает, что в Казахстане русофобии нет. Случаи за последнюю неделю.**",For those who think there is no Russophobia in Kazakhstan. Recent cases from the past week.,,,,,
4231,🚀🇷🇺Реактивная артиллерия кошмарит укробоевиков🇺🇦 на Северском направлении,🚀🇷🇺Rocket artillery is terrorizing Ukrainian troops🇺🇦 on the Severskoye direction.,,,,,
4232,"**Тем временем Токаев продолжает уничтожать формы взаимодействия с Россией.

**Казахстан выходит из соглашения СНГ 1995 года о Межгосударственном валютном комитете.","Meanwhile, Tokayev continues to dismantle forms of interaction with Russia. Kazakhstan has withdrawn from the 1995 CIS agreement on the Intergovernmental Currency Committee.",,,,,
4233,Наказание бойца ВСУ за пьянство,Punishment of a Ukrainian Armed Forces soldier for drunkenness,,,,,
4234,Мортал комбат алкашей в Украине на фоне флагов🇺🇦,Mortal Combat for cheaters in Ukraine against the backdrop of flags 🇺🇦,,,,,
4235,Пацану из Индии стало скучно скидывать кошек с крыши и он перешёл на девочек.,The guy from India got bored of throwing cats off the roof and switched to throwing girls.,,,,,
4236,"""Всё немного не так, как я себе представляла. Это стрёмно и грязно""

Украинская санитарка о службе в рядах ВСУ","""It's not quite as I imagined. It's grim and dirty.""

A Ukrainian sanitarian speaking about her service in the Armed Forces of Ukraine.",,,,,
4237,"**9 машин, в том числе самосвал с прицепом, столкнулись на 38-м километре МКАД**. По предварительным данным, пострадавших нет. Все началось с того, что у ВАЗ-2114, ехавшего в крайней правой полосе, оторвало колесо.","**9 cars, including a truck with a trailer, collided on the 38th kilometer of the Moscow Ring Road (MKAD). According to preliminary reports, there were no casualties. The incident started when a VAZ-2114, which was in the far right lane, lost a wheel.**",,,,,
4238,Путин: Мы всерьез-то еще ничего не начинали,Putin: We haven't really started anything yet.,,,,,
4239,"**А на курортах Краснодарского края всё стабильно: **солнце, море, пляж…и драки.

На этот раз хоть не в Сочи, а в Геленджике.","**Everything is stable at the resorts of Krasnodar Krai: sun, sea, beach... and fights.**

This time, though, it wasn't in Sochi, but in Gelendzhik.",,,,,
4240,В электричке Волоколамск – Москва-Рижская трое неадекватов избили двух попутчиков за просьбу вести себя скромнее,"In the train from Volokolamsk to Moscow-Rizhskaya, three inappropriate individuals beat up two passengers for asking them to behave more modestly.",,,,,
4241,"Лучшие кадры, снятые во время наводнения в Пакистане",The best shots taken during the floods in Pakistan,,,,,
4242,"⚡️ Пьяные танкисты ВСУ носятся по Харькову, ломая бордюры и распугивая автомобилистов.","⚡️ Drunken Ukrainian military tank crew members roam through Kharkiv, breaking curbs and scaring away drivers.",,,,,
4243,"**Бывшего премьера Японии Синдзо Абэ подстрелили во время предвыборной речи этим утром. 

**67-летнего политика, истекавшего кровью, доставили в больницу, сообщает канал NHK. Стрелявший задержан. 

Абэ был премьером Японии дольше всех предшественников. Он занимал пост с 2006 по 2007 и с 2012 по 2020 годы.","Former Japanese Prime Minister Shinzo Abe was shot while giving a campaign speech this morning. The 67-year-old politician, bleeding from the wound, was taken to the hospital by NHK. The shooter has been arrested.

Abe held the position of Prime Minister longer than any of his predecessors, serving from 2006 to 2007 and again from 2012 to 2020.",,,,,
4244,🔥🇷🇺🇺🇦 Донбасс. Все что осталось от ночных российских ударов по позициям ВСУ.,🔥🇷🇺🇺🇦 Donbass. All that remains from the nighttime Russian strikes on Ukrainian military positions.,,,,,
4245,🇬🇧🇺🇦 Иностранные наемники в Северодонеце. Видео украинского журналиста Юрия Бутусова.,Foreign mercenaries in Severodonetsk. Video by Ukrainian journalist Yuriy Butusov.,,,,,
4246,Ну и родитель,"Well, what a parent",,,,,
4247,"🇵🇱❌🇺🇦**__""Ты поёшь ""Червона Калына"" — под эту песню убивали поляков!""

__**Жителя Польши взбесило, что украинская __беженка__ побирается в его городе под исполнение песни ""Червона Калына"": эта композиция была популярна среди украинских коллаборационистов, беспощадно резавших на Волыни польское население.","PL❌UA__""You're singing 'Chervona Kalynda' — they killed Poles to the tune of this song!""

A Polish resident was furious that a Ukrainian refugee was soliciting donations in his city while performing the song ""Chervona Kalynda"": this composition was popular among Ukrainian collaborators who mercilessly massacred Polish civilians in Volyn.",,,,,
4248,"☠️🇺🇦 **Зеленский отреагировал на убийство троих детей и троих взрослых в ДНР

**«Наконец-то ощущается, что очень мощно заработала западная артиллерия, которую мы получили от западных партнеров. Ее точность действительно такая, как нужно!» — так Владимир Зеленский отреагировал на события вчерашнего дня, ставшего чёрным для Макеевки и Донецка.

6 июля двое детей в Макеевке погибли на месте, третья девочка скончалась в больнице. Накануне, 5 июля, от украинского снаряда погибла 10-летняя девочка в центре Донецка.","☠️🇺🇦 **Zelensky Responds to the Murder of Three Children and Three Adults in Donetsk Republic

""Finally, it feels like the Western artillery we received from our Western partners is really hitting hard and accurately. Its precision is exactly as needed!"" — this is how Volodymyr Zelensky commented on yesterday's events, which were particularly tragic for Makivka and Donetsk.

On July 6, two children died in Makivka, and a third girl died in the hospital. The day before, on July 5, a 10-year-old girl in the center of Donetsk died from a Ukrainian shell.",,,,,
4249,🚀🇷🇺 **Работа ЗРК Тор в зоне СВО**,🚀🇷🇺 **Tor SAM operation in the ZSO zone**,,,,,
4250,"**Животные избили девушку за просьбу не шуметь

**Торгаши круглосуточного магазина чуть не задушили местную жительницу средь белого дня за просьбу снять с двери колокольчик, так как она живет над торговой точкой и он ей мешает спать. 

Неадекватные бородачи накинулись на неё и избили. Пострадавшая была госпитализирована, полиция разбирается в случившемся.

По словам местных, колокольчик не дает покоя  даже ночью","**Animals beat up a girl for asking them to be quiet.

**Shopkeepers from a 24-hour store almost strangled a local woman in broad daylight for asking to remove the bell from their door, as she lives above their shop and it keeps her awake at night.

Unreasonable bearded men attacked her and beat her up. The victim was hospitalized, and the police are investigating the incident.

According to locals, the bell even disturbs sleep at night.",,,,,
4251,"🥴 **Европейцам предложили поменять бытовую технику ради «борьбы с Путиным»**. Обозреватель Bloomberg Хавьер Блас заявил, что старая техника потребляет больше энергии. А это мешает экономить газ, который очень пригодится зимой. Поэтому лучшее решение — поддержать производителей, купить новую технику и так снизить расход электроэнергии.

**«Ваш старый холодильник — друг Владимира Путина.** **Выбросьте его!» **— призвал журналист

[**Не ZабыVай**](https://t.me/ne_zabivai) — Холодильник им ещё даст сдачи!","🥴 **Europeans Told to Replace Household Appliances to Fight Putin**. Bloomberg columnist Javier Blas suggested that older appliances consume more energy, hindering efforts to save gas needed for winter. Therefore, the best solution is to support manufacturers by buying new appliances to reduce electricity consumption.

**“Your old refrigerator is Vladimir Putin’s friend. Get rid of it!”** — the journalist urged.

[**Don’t Forget**](https://t.me/ne_zabivai) — The old refrigerator will still pay off!",,,,,
4252,"**В Лондоне гей-парад собрал 1 миллион человек

**Судя по всему, лет через 10, в Европе не останется ни одной нормальной «гетеро» пары","**A gay parade in London gathered one million people.

**Judging by the trend, in about 10 years there won't be a single 'normal' heterosexual couple left in Europe.",,,,,
4253,"🇷🇺🇺🇦 Донбасс. Вот как бывает когда в ""бэху"" прилетает. То, что осталось от военной техники ВСУ.","Donbass. Here's what happens when military equipment of the Ukrainian forces ends up in a ""beha."" What's left of the military vehicles. 

Note: ""Бэха"" (beha) is a colloquial Russian term, often used to refer to a type of van or utility vehicle.",,,,,
4254,"Мэр Белгорода-Днестровского ( Одесская область🇺🇦) во время заседания в прямом эфире попиздился с председателем райсовета и **назвал его ""конченным наркоманом"", а тот в ответ его ""педиком ёбаным""** и угрожал показать какие-то фото","The mayor of Belgorod-Dnestr (Odessa Oblast, Ukraine) cursed at the district council chairman during a live meeting and called him a ""fucked-up drug addict,"" to which the chairman responded by calling him a ""fucking pedicure guy"" and threatened to show some photos. 

Note: The original text contains extremely offensive language and is highly inappropriate.",,,,,
4255,Село Ворсино Боровского района Калужской области. Водителю мусоровоза раскололо череп.,The village of Vorsino in the Borovsk District of Kaluga Oblast. The driver of the garbage truck had his skull fractured.,,,,,
4256,"❗️🇺🇦**Укровояка понял, что русофобия на Украине была и есть!

**Может наконец начнёт доходить до них всех?
Ну а до кого не дойдёт, то до того дойдёт денацификация.","❗️🇺🇦 The Ukrainian propagandist finally understands that Russophobia in Ukraine was and still is present!

Maybe it will finally sink in for all of them?
As for those it doesn't sink in, denazification will eventually reach them.",,,,,
4257,🇷🇺🇺🇦 Донбасс. Кадры работы РСЗО «Град» ВС РФ по позициям ВСУ.,DONBASS. Footage of Russian Armed Forces Grad multiple rocket launchers targeting Ukrainian positions.,,,,,
4258,"🪖🇺🇦**Могилизация на Украине усиливается. 

**В Закарпатье жёны и матери призывников бунтуют против их отправки на фронт (1 видео)

Тем временем в Киеве повестки настигают «военнообязанных» в самых неожиданных местах (2 видео)","🪖🇺🇦**Mobilization in Ukraine is intensifying.

**In Zakarpattia, the wives and mothers of conscripts are rebelling against their sons being sent to the front line (1 video).

Meanwhile, in Kyiv, conscripts are being called up in the most unexpected places (2 videos).",,,,,
4259,"В одесских супермаркетах активисты начали клеить вот такие стикеры на товары, которые не ушли из России",Activists in Odessa supermarkets have started putting up stickers on goods that have not been removed from Russia.,,,,,
