,Unnamed: 0,Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
1302,1302,8303,"**В России резко увеличилось количество запросов ""как сдаться в плен""**, — Вёрстка

Так, с 28 ноября по 4 декабря такое словосочетание в поисковике «Яндекс» **вбивали более 66 тысяч раз**. Это **рекордный недельный показатель за полгода (!).** Рост запросов в ноябре совпадает с прибытием больших групп мобилизованных на фронт и сообщениями о значимых потерях среди них.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","In Russia, there was a sharp increase in the number of search queries for ""how to surrender,"" — Verstka.

For instance, from November 28 to December 4, this phrase was entered into Yandex more than 66,000 times in the search engine. This represents a **record weekly figure over the past six months (!)**. The rise in search queries in November coincides with the arrival of large groups of mobilized personnel at the front and reports of significant losses among them.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1303,1303,8304,"**В Одессе задержали активистку Кристину Король — **[**СМИ**](https://dumskaya.net/news/vozle-zdaniya-sbu-sostoyalsya-miting-moryakov-pr-171355/ua/)** 

**Появились новые подробности ареста известной активистки Кристины Король. По имеющейся информации, в ходе оперативно-следственных мероприятий выяснилось, что с февраля месяца, она вместе с группой лиц зарабатывали на моряках, помогая им получить, так называемый, «белый билет» для выезда на работу за границу. 

Тариф за незаконный выезд устанавливался в зависимости от должности моряка. Сообщается, что в среднем сумма составляла от 7500 до 9 тысяч долларов США. В эту цену входили «липовые» справки о состоянии здоровья моряка. Чтобы справки «сработали» и можно было избежать призыва, под руководством Кристины Король регулярно проходили митинги и осуществлялось давление на военную администрацию. 

Также, по имеющейся информации, в ходе оперативно-следственных мероприятий стало известно, что девушка, возможно, работала в связке с куратором тренажерного центра НЦФМТ - Валерием Постолатием. Неформально этот тренажерный центр принадлежит, как сообщается, начальнику полицейского следствия Приморского района  г. Одессы - Андрею Мащенко, который, по имеющейся информации, и обеспечивал «крышу» всей схеме. 

Сегодня Кристине Король и всем фигурантам уголовного дела будет избрана мера пресечения. Известно, что девушка уже не раз была замечена в громких коррупционных скандалах. Вероятно, используя большую базу моряков, блогер сделала себе имя, устраивая митинги с провокациями. Также на ее счету десятки историй, где морякам была обещана работа без прохождения соответствующих экзаменационных тестов. 

Сообщается, что эти и другие факты мошенничества лягут в основу уголовного дела. По предварительным оценкам,  за 10 месяцев преступной деятельности группа осуществила «услуг» на полмиллиона долларов США.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**In Odessa, Activist Kristina Korol Was Detained —** [**Media Source**](https://dumskaya.net/news/vozle-zdaniya-sbu-sostoyalsya-miting-moryakov-pr-171355/ua/)

**New Details on the Arrest of Prominent Activist Kristina Korol Have Emerged. According to available information, during operational investigative activities, it was discovered that since February, she and a group of individuals had been earning money by helping sailors obtain so-called ""white tickets"" for working abroad. The fee for illegal departure was set based on the sailor's position, with an average range of $7,500 to $9,000 USD. This included fake medical certificates. To make these certificates effective and avoid conscription, under Korol's leadership, regular protests and pressure were exerted on military administration.

Additionally, according to available information, during the operational investigative activities, it became known that the girl may have worked in conjunction with the trainer at the NCFMT center, Valeriy Postolatii. Informally, this training center is reportedly owned by the head of the police investigation department in the Primorsky District of Od",,,,,
1304,1304,8305,"**Российские ""птички"" продолжают самоликвидироваться: в Новосибирске загорелся и экстренно приземлился военно-транспортный самолет Ан-12БК

**Пожар по непонятным пока причинам **произошел в четвертом двигателе.** Официально инцидент пока не комментируют😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Russian ""birds"" continue to self-destruct: In Novosibirsk, a military transport aircraft An-12BK caught fire and made an emergency landing.

The fire, for now unknown in cause, broke out in the fourth engine. The incident is not officially commented on yet😏.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1305,1305,8306,"**Какие времена, такая и реклама😅

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The times you live in, that's the kind of advertising you get😅

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1306,1306,8307,"**«С возвращением (!) Вас», — Ничего необычного, просто русня меняет «священников» УПЦ МП на пленных🤷🏻‍♂️

**«Луганщина - это теперь Россия»,** **— говорит обменянный поп, которого приехал забирать Пригожин.

Всё ещё есть сомнения, что это московские агенты?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**""Welcome back (!)!"",** — Nothing unusual, just a Ukrainian Orthodox Church (MP) priest being replaced by a captive.toLocaleString('default', {hour12: false}) 

**""Luhansk is now part of Russia,""** — says the exchanged priest who was there and is now being picked up by Prigozhin.

Are there still doubts that these are Moscow agents?

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1307,1307,8308,"**На России утро начинается не с кофе, а со взрыва и пожара на одном из крупнейших нефтеперерабатывающем заводе страны**

Он расположен в Ангарске Иркутской области и является самым большим в северной Сибири.

Российские власти говорят о нарушении правил техники безопасности. Опять кто-то покурил в нужном месте😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**In Russia, the morning does not start with coffee, but with an explosion and fire at one of the country's largest oil refineries.**

It is located in Angarsk, Irkutsk Oblast, and is the largest in northern Siberia.

Russian authorities say there was a violation of safety rules. Again, someone was smoking in the wrong place 😏

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1308,1308,8309,"**Для украинских беженцев в Польше **[**изменили правила пребывания**](https://www.ukrinform.ua/amp/rubric-uarazom/3634479-polsa-zminila-pravila-perebuvanna-ta-nadanna-dopomogi-bizencam-z-ukraini.html)** и оказания помощи
**
 Так: 
▪️Украинцы смогут бесплатно проживать во временных приютах только в первые 120 дней с момента первого приезда;
 ▪️С мая 2023 года им нужно будет покрывать 75% средств на проживание;
 ▪️Соцвыплаты на время выезда из страны будут замораживаться. Если пребывание вне Польши составляет более 30 дней, соцстатус будет потерян.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","For Ukrainian refugees in Poland, the rules for residence and assistance have changed:
- Ukrainians can stay free in temporary shelters only for the first 120 days from their first arrival;
- Starting from May 2023, they will need to cover 75% of living expenses;
- Social payments during departure from the country will be frozen. If the stay outside Poland exceeds 30 days, the social status will be lost.

[Informator](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1309,1309,8310,"**Курская народная республика. Взрывы. **Что-то опять не поделили с БНР?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**People's Republic of Kursk. Explosions.** Did they not divide something with the BNH again?

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1310,1310,8311,"⚡️**Все имущество Януковича изъято в пользу Украины, — Высший антикоррупционный суд

**В частности, конфисковали резиденцию в Межигорье, гостинично-ресторанный комплекс в Сухолучье, квартиру, деньги и более полутысячи культурных ценностей.

Не прошло и 100500 лет🤷🏻‍♂️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","⚡️**All Yanukovych's assets have been seized for the benefit of Ukraine,** — the Supreme Anti-Corruption Court stated.

**In particular, they confiscated his residence in Mezhigoreye, a hotel and restaurant complex in Sukholye, an apartment, money, and over 500 cultural artifacts.

It hasn't even been 100500 years🤷🏻‍♂️

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1311,1311,8312,"⚡️**Россия и Иран заключили сделку о поставках баллистических ракет. У США есть соответствующие доказательства, — представитель Белого дома Джон Кирби

**Кто бы сомневался, террористы нашли друг друга.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","⚡️**Russia and Iran have达成协议关于弹道导弹的供应。美国有相应的证据，——白宫代表约翰·柯比说**

**Who would have thought, terrorists found each other.**

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1312,1312,8313,"**Зеленский в вечернем обращении заявил, что тактика России сводится до уничтожения города за городом на Донбассе из артиллерии**, **и поблагодарил украинских бойцов, которые удерживают самые сложные участки фронта в нечеловеческих условиях

**Также президент отметил, что сегодня из российского плена вернулось 64 украинца.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","In his evening address, Zelensky stated that Russia's tactics amount to the destruction city by city on the Donbas front using artillery, and he thanked Ukrainian soldiers who hold the most difficult sectors of the front under inhuman conditions.

The president also noted that today, 64 Ukrainians were returned from Russian captivity.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1313,1313,8314,"⚡️**В случае ядерного удара в убежищах Киева успеют спрятаться не все. Двери закроются за 5 минут до любого ожидаемого взрыва, чтобы защитить находящихся внутри от радиоактивных осадков, — **[**Кулеба

**](https://www.washingtonpost.com/world/2022/12/14/kyiv-nuclear-bomb-shelters-preparation/)К слову, ранее правительство выпустило [рекомендации](https://dovidka.info/yak-diyaty-v-razi-zastosuvannya-brudnoyi-bomby-yadernoyi-ataky-chy-avariyi-na-aes/#street) что необходимо делать при ядерном взрыве.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","⚡️**Not all in Kyiv's shelters would have time to seek cover in the event of a nuclear strike. Doors will close 5 minutes before any expected explosion to protect those inside from radioactive fallout, — **[Kuleba

**](https://www.washingtonpost.com/world/2022/12/14/kyiv-nuclear-bomb-shelters-preparation/)By the way, the government previously issued [guidelines](https://dovidka.info/yak-diyaty-v-razi-zastosuvannya-brudnoyi-bomby-yadernoyi-ataky-chy-avariyi-na-aes/#street) on what to do during a nuclear explosion.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1314,1314,8315,"**Россиянам предлагают в интернете похищенные украинские паспорта, чтобы попасть в Европу

**На популярном в РФ сайте Avito засветилось такое объявление.  **В описании говорится что “украинский паспорт позволяет россиянам пересечь границу с европейскими странами”.

**[Пишут](https://focus.ua/world/540978-rossiyane-skupayut-na-avito-pohishchennye-ukrainskie-pasporta-chtoby-popast-v-evropu-smi-foto), что бланки и оборудование для оформления биометрических паспортов, **предположительно, были украдены из Херсонской области**. ""Оформление"" загранпаспорта Украины стоит $1200.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Russians are offered stolen Ukrainian passports online to enter Europe**

**The advertisement appeared on the popular Russian site Avito.** **The description states that a Ukrainian passport allows Russians to cross borders into European countries.**

It is reported that the blank forms and equipment for processing biometric passports were allegedly stolen from Kherson Oblast. **The cost of processing a Ukrainian travel passport is $1200.**

[Source](https://focus.ua/world/540978-rossiyane-skupayut-na-avito-pohishchennye-ukrainskie-pasporta-chtoby-popast-v-evropu-smi-foto) | [Informer's Channel](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1315,1315,8316,"**""Мальчик Вова из Киева мечтает о ракетах. Вова, ты получишь ракеты, жди**"", **— ~~имбецил~~ депутат Госдумы РФ решил пошутить на благотворительном мероприятии для детей-сирот **🤦🏻‍♂️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**""Oleg from Kyiv dreams of rockets. Oleg, you'll get rockets, hang in there"" — the Russian Deputy decided to joke at a charity event for orphaned children 🤦🏻‍♂️**

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1316,1316,8317,"**Круг замкнулся. На России объявили, что грядут ограничения на удаленную работу для тех, кто покинули страну**🤡

""Своих не бросаем"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The circle is complete. Restrictions on remote work are announced for those who left the country in Russia.

""We do not abandon our own.""

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1317,1317,8318,"**Baykar провел первый полет своего беспилотного военного самолета Bayraktar Kızılelma

**Самолет развивает скорость до 630 км/ч на высоте до 1 км, длительность полета - около 5 часов.

Хорошая штука, надо присмотреться😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Baykar conducted the first flight of its military unmanned aircraft Bayraktar Kızılelma.

**The aircraft can reach speeds up to 630 km/h at an altitude of up to 1 km, with a flight duration of approximately 5 hours.

Pretty cool, worth checking out😏

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1318,1318,8319,"**Электроприборы рекомендуют включать через 15-20 минут после возвращения электроэнергии

**Это поможет трансформаторам справляться с ростом напряжения, в противном случае будет происходить много локальных аварий.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Electrical appliances should be turned on 15-20 minutes after the power returns.**

This will help transformers handle the voltage surge; otherwise, there will be many local outages.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1319,1319,8320,"⚡️**Народ Украины** **сегодня официально получил свою премию имени Сахарова от Европарламента

**Церемония состоялась в Страсбурге. Лауреатами премии Европейского парламента ""**За свободу мысли"" в этом году стали Украина, ее народ и президент Владимир Зеленский.** Президент Европарламента Роберта Мацола заявила, что **украинцы сегодня борются за ценности, в которые искренне верят.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","⚡️**The people of Ukraine** **officially received the Sakharov Prize for Freedom of Thought from the European Parliament today.**

**The ceremony took place in Strasbourg. This year, the European Parliament's Sakharov Prize for Freedom of Thought was awarded to Ukraine, its people, and President Volodymyr Zelensky.** European Parliament President Roberta Metsola stated that **Ukrainians are fighting today for values they genuinely believe in.**

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1320,1320,8321,"**Самолёт дальнего радиолокационного обнаружения** **А-50 ВКС РФ прилетел в Беларусь**, — **Беларускі Гаюн** 

Эти самолеты **предназначены для выявления целей и дают точки для ударов пилотам истребителей**. Если будет объявлена тревога — не игнорируйте.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The long-range radar reconnaissance aircraft **A-50 of the Russian Air Force** has arrived in Belarus, — **Belaruskii Gayun**.

These aircraft are **designed to detect targets and provide strike points for fighter pilots**. If an alert is announced — do not ignore it.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1321,1321,8322,"**Стрелков vs Соловьев: на России наметилась ""битва века""🤡

**На днях, пропагандист в прямом эфире заявил, что Стрелков ""обосрался"" и призвал его впредь не заниматься военными делами. Тот обиделся, назвал пропагандиста ""резиновым изделием"" и вызвал на дебаты.

Очень ждем.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Strelkov vs Solovyov: Russia is gearing up for ""the battle of the century"" 🤡

Recently, the propagandist on live TV claimed that Strelkov ""pooped himself"" and urged him to stop dealing with military matters. Strelkov got offended, called the propagandist a ""rubber product,"" and challenged him to debates.

We can't wait to see it.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1322,1322,8323,"**Умер сын? Держите тортик**🤦🏻‍♂️

Чиновники пришли в гости к матерям и женам погибших российских солдат, чтобы ""почтить их память"", **вручили цветы и торт, видимо, чтобы подсластить потерю. ""**Гости"" так уважетильно отнеслись к мероприятию, что даже шапки в помещении не сняли.

Зато сюжет сняли, вата растрогается.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Did the son die? Hold the cake** 🤦‍♂️

Officials visited the mothers and wives of deceased Russian soldiers to ""honor their memory,"" gave them flowers and a cake, presumably to sweeten the loss. The guests showed such respectful behavior at the event that they even didn't remove their hats indoors.

They filmed the scene though; the public will be moved by it.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1323,1323,8324,"[**Подоляк**](https://www.rbc.ua/ukr/news/zelenskogo-zrobili-zayavu-shchodo-finalu-1671013841.html)** предполагает, что война может закончиться к лету 2023 года

**""Это зависит от многих факторов. Если все проанализировать, ресурсную истощенность РФ и постоянно увеличивающееся давление санкционное, и то, что они все больше становятся изгоями — это может произойти уже весной или летом в 2023 году"", — заявил он.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Podylayka** suggests that the war could end by summer 2023.

""This depends on many factors. If we analyze everything, Russia's resource exhaustion and the constantly increasing sanction pressure, along with the fact that they are becoming outcasts more and more — this could happen already in the spring or summer of 2023,"" he stated.

[Informer] | [Subscribe]",,,,,
1324,1324,8325,"**Россияне обстреляли Херсон. Появилось видео удара по Херсонской ОВА

**Как всегда, русня подло обстреливает издалека.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Russians shelled Kherson. Video shows an attack on the Kherson Oblast Administration.

**As usual, the Russians cowardly shell from a distance.**

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1325,1325,8326,"[**Маляр**](https://tsn.ua/ru/ato/malyar-rasskazala-o-dopolnitelnoy-mobilizacii-v-ukraine-v-sleduyuschem-godu-2222671.html)**: в Украине возможна новая волна мобилизации, после Нового года

**""Есть потребность в восстановлении военных, которые на войне получили ранения. Эти вещи сложно прогнозировать, потому что мобилизация зависит от потребностей войны. И, кроме того, есть потери и потребность в восстановлении, даже те люди, которые сейчас воюют, нуждаются в замене"", — заявила она.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","[**Maler**](https://tsn.ua/ru/ato/malyar-rasskazala-o-dopolnitelnoy-mobilizacii-v-ukraine-v-sleduyuschem-godu-2222671.html): There may be a new wave of mobilization in Ukraine after the New Year.

""There is a need to restore soldiers who were injured in combat. These things are hard to predict because mobilization depends on the needs of the war. Additionally, there are losses and a need for restoration; even those currently fighting need replacements,"" she stated.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1326,1326,8327,"**Очень тревожно. ""Бендеровский"" мост — сжечь**, **краска не поможет**🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Very worrying. Burn the ""Benderovskiy"" bridge — paint won't help**😂

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1327,1327,8328,"**Жан-Клод Ван Дамм**, **находящийся сейчас в Украине, выдал базу**🇺🇦

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Jean-Claude Van Damme**, who is currently in Ukraine, has provided a base **🇺🇦**

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1328,1328,8329,"**Матери пропавшего российского военного уже полгода сообщают, что ее сын жив и здоров, ""просто с ним нет связи""🤦🏻‍♂️

**На самом деле, то что он ""жив и здоров"" очень сомнительно: сослуживцы военного скинули женщине рапорт, из которого следует, что ее сын **""безвести пропал"" ещё летом.

**""Потерь нет"", что еще не ясно?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The mother of the missing Russian military personnel has been told for half a year that her son is alive and well, ""simply with no contact."" 🤦‍♂️

In reality, it is highly doubtful that he is ""alive and well"": colleagues of the military member sent the woman a report indicating that her son was ""last known to be missing"" in the summer.

""Why hasn't anyone reported any losses yet?""

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1329,1329,8330,"**Хороший певец, главное, что есть аудитория🤡**

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","A good singer, the main thing is that there's an audience 🤡

[Informant] | [Subscribe]",,,,,
1330,1330,8331,"**Оказывается, украинский язык — это ""исконно кубанская балачка, которая постепенно теряется""**🤦🏻‍♂️

Ватанам нравится.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","It turns out that the Ukrainian language is ""an ancient Kuban dialect that is gradually fading away.""😂

Nationalists like it.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1331,1331,8332,"**""За Рязань"". Надпись на обломках сбитого в Киеве дрона

UPD:** КГВА: над Киевом сбито 13 дронов-камикадзе, отбой тревоги в области.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**""For Ryazan."" The inscription on the remnants of a drone shot down in Kyiv

UPDATE:** KBGVA: 13 suicide drones were shot down over Kyiv. All clear from alert in the region.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1332,1332,8333,"**⚡️В следствии падения обломка от ""шахеда"" в Киеве люди не пострадали, **— пресс-секретарь ГСЧС Водолага

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️As a result of the fragment from a ""Shahed"" falling in Kyiv, no one was injured,** — said the GSCHS press secretary Vodolaga.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1333,1333,8334,"**⚡️Последствия утренней **[атаки](https://t.me/ukrinformator/30431)** на Киев и область: прилетело в частный дом в Вишневом, — ОП

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Consequences of the morning attack on Kyiv and the region: a missile hit a private home in Vyskovo,** — OП

[Informer] | [Subscribe]",,,,,
1334,1334,8335,"**Осколок от сбитого дрона повредил два админздания в Киеве, — КГВА

**Опасность еще не миновала.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","A fragment from a drone that was shot down damaged two administrative buildings in Kyiv, — KGVU

The danger has not yet passed.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1335,1335,8336,"**❗️Есть опасность второй волны** **атаки беспилотниками, — глава Житомирской ОВА

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️There is a danger of a second wave of drone attacks,** — the head of Zhytomyr OVA says.

**[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)**",,,,,
1336,1336,8337,"**⚡️ПВО уничтожила 10 дронов над Киевской областью и Киевом , — Кличко

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Air defense destroyed 10 drones over Kyiv Oblast and Kyiv, — Klitschko**

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1337,1337,8338,"**⚡️""Взрывы в Шевченковском районе Киева. Подробности позже""**, - Кличко.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️""Explosions in the Shevchenkivskyi District of Kyiv. More details later,""** - Klitschko.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1338,1338,8339,"**❗️Взрывы в Киеве.** Работает ПВО. Летят шахеды. Часть дронов сбита.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Explosions in Kyiv.** Air defense is operational. Shahed drones are being shot down. Some drones have been hit.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1339,1339,8340,"**Житель Винницы построил собственную мини-ГЭС (!) на случай блэкаута

**Колесо непрерывно крутится и производит электроэнергию, которую можно использовать **для освещения помещения или для зарядки мобильных телефонов**, фонариков и автомобильных аккумуляторов.

Рашисты, кого вы пытаетесь победить?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","A resident of Vinnytsia built their own mini hydroelectric power station (!) in case of a blackout.

The wheel continuously turns and produces electricity that can be used for lighting the room or charging mobile phones, flashlights, and car batteries.

Nazis, who are you trying to defeat?

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1340,1340,8341,"**На беларусской технике, которая перемещается в сторону границы с Украиной, заметили тактические знаки — красный квадрат

**Обычно, тактические обозначения наносят на технику перед её участием в боевых действиях для визуального **различия ""свой - чужой"". Отметим, что знак не новый.** В последний раз он был замечен на беларусской технике в марте, когда российские войска ещё стояли под Киевом и обсуждался вопрос вовлечения Беларуси в войну.

Отметим, что **ни украинская разведка, ни Пентагон не считают, что ВС РБ готовятся вторгаться в Украину**. Поэтому, вся эта история с перемещением и знаками может быть просто бряцанием оружия для нагнетания.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**On Belarusian military equipment moving towards the border with Ukraine, tactical signs were noticed—a red square.**

**Typically, tactical markings are applied to equipment before it participates in combat operations to distinguish ""friend from foe"" visually. Note that this sign is not new.** It was last spotted on Belarusian equipment in March, when Russian forces were still besieging Kyiv and the question of involving Belarus in the war was being discussed.

It's worth noting that neither Ukrainian intelligence nor the Pentagon believes that the Belarusian Armed Forces are preparing to invade Ukraine. Therefore, all this talk about movement and signs could just be showboating to create tension.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
