Index,Post,Trans,Label,Type
260.0,"🔥🇺🇦**Инфраструктурный объект под Киевом, поражённый ночью ""Геранями""**🇷🇺 до сих пор горит. [ㅤ](https://t.me/+v-P0xT4ViGI4Yzg6)","ом**Infrastructure facility near Kiev, struck at night by ""Herans""**ом is still burning. [ом](https://t.me/+v-P0xT4ViGI4Yzg6)",,
261.0,"**В Сингапуре щкет сбросил кошку с 22 этажа

**Пездюк мог бы остаться безнаказанным, однако жильцы дома поймали его при попытке сбросить уже вторую кошку с высоты. В полиции живодер рассказал, что родители его мало любят.","In Singapore, a tickle dropped a cat from the 22nd floor

The pettyuk could have gone unpunished, but the tenants of the house caught him trying to throw the second cat from a height. He told the police that his parents did not like him very much.",,
262.0,После матча в раздевалке сборной Аргентины был забит еще один эпичный гол.,"After the match, another epic goal was scored in the Argentina dressing room.",,
263.0,"**«Иду пешком. 2 километра пишет навигатор, но делать нечего»**.

Вечером 18 декабря Москва встала в многокилометровых пробках из-за снегопада. За сутки на город обрушилось аномальное количество осадков. Метеорологи зафиксировали 15 мм, что составляет почти 1/3 месячной нормы.

На МКАДе люди выходили из автобусов и машин и шли пешком, потому что «так быстрее».

Кто-то даже решил установить палатку. Возможно, чтобы там перезимовать.","I'm walking. The navigator writes 2 kilometers, but there is nothing to do.

On the evening of December 18, Moscow got up in traffic jams many kilometers due to snowfall. During the day, an abnormal amount of precipitation hit the city. Meteorologists recorded 15 mm, which is almost 1/3 of the monthly norm.

On the Moscow Ring Road, people got out of buses and cars and walked on foot, because “it’s faster.”

Someone even decided to set up a tent. Maybe to overwinter.",,
264.0,Ночные прилеты беспилотников Герань-2 по Киеву и другим городам Украины. Поступают сообщения о пожаре на авиационном заводе «Антонов» в Киеве,Night arrivals of drones Geran-2 in Kiev and other cities of Ukraine. There are reports of a fire at the Antonov aviation plant in Kiev,,
265.0,Донецк. Город обстреливают уже на ежедневной основе,Donetsk. The city is being shelled on a daily basis,,
266.0,"Обращение Владимира Зеленского, которое ФИФА отказалась показывать перед финалом ЧМ. [ ](https://t.me/+LwySkUQA_VNjNzZi)😁","Address by Vladimir Zelensky, which FIFA refused to show before the World Cup final. [ ] t.me/+LwySkUQA_VNjNzZi",,
267.0,"**Момент вручения Аргентине долгожданного трофея Чемпионата мира!

**Столица Аргентины Буэнос-Айрес сейчас сходит с ума.","**The moment Argentina receives the long-awaited World Cup trophy!

The capital of Argentina, Buenos Aires, is going crazy.",,
268.0,**Ещё немного «суеты»**,"A little more ""fuzz""",,
269.0,"Болельщики сборной Аргентины после победного пенальти.

Страна ждала чемпионства с 1986 года.","Argentina fans after the winning penalty.

The country has been waiting for the championship since 1986.",,
270.0,"**Аргентина становится чемпионом мира!**

Обыграв сборную Франции в серии пенальти, основное время завершилось 2:2, дополнительное 3:3.

Поздравляем Месси и его команду!","Argentina is becoming world champion!

Beating the French national team in the penalty shootout, the main time ended 2: 2, an additional 3: 3.

Congratulations to Messi and his team!",,
271.0,Серия пенальти сейчас все решит,The penalty shootout will decide now,,
272.0,Илон Маск на сегодняшнем финале ЧМ по футболу,Elon Mask at the soccer finals,,
273.0,"Француз Килиан Мбаппе  перевернул финальную игру ЧМ и за несколько минут забил два гола: с пенальти и с игры.

Сборные Франции и Аргентины уходят на второй перерыв со счётом 2:2.

*На видео — оба гола Мбаппе","Frenchman Kylian Mbappe turned the final game of the World Cup and in a few minutes scored two goals: from a penalty and from a game.

France and Argentina go to the second break with the score 2: 2.

* In the video - both Mbappe goals",,
274.0,Неожиданная встреча в Турции,Unexpected meeting in Turkey,,
275.0,"**🤦🏻‍♂️Опасная преступница повержена

**Офицер американской полиции применяет специальное электрошоковое средство Taser против безоружной женщины в одном из супермаркетов.

Сотрудник несколько раз даёт разряд в 50 тысяч (!) вольт.

**Повезло, что не застрелили**","**жен️ Dangerous offender defeated

A U.S. police officer uses a special Taser stun gun against an unarmed woman in a supermarket.

The employee several times gives a discharge of 50 thousand (!) volts.

Lucky you didn't get shot",,
276.0,"20-летний чудик из Беларуси не захотел положить нож, за что получил две пули в ногу.

Теперь ему светит ещё и до семи лет за насилие либо угрозу применения насилия в отношении сотрудника","A 20-year-old man from Belarus did not want to put a knife, for which he received two bullets in the leg.

Now he faces up to seven years for violence or threat of violence against an employee",,
277.0,Когда с пацанами приезжаете забирать своих бухих девушек от подруги,When you come with the boys to pick up your drunken girlfriends from a friend,,
278.0,**Капец колонки умными стали **😐,**Captain column smart steel **ки,,
279.0,⚡️⚡️П**рилет по зданию птицефабрики в Белгороде.**," ️ ️**Trilet on the building of a poultry farm in Belgorod.**",,
280.0,"В Нижегородской области нарик совершил крутое пике с балкона.

Сугробы не помогли — он скончался на месте","In the Nizhny Novgorod region, the narc made a steep peak from the balcony.

It didn’t help, he died on the spot",,
281.0,Обычная ситуация в футболе,Normal football situation,,
282.0,"Как гитара помогает на войне?
@ttambyl
Большое интервью с позывным «Горец»
[https://dzen.ru/video/watch/6391f5d64ed77d6cebd9f556](https://dzen.ru/video/watch/6391f5d64ed77d6cebd9f556)


👍 - если поддерживаете наших военных
❤️ - если переживаете за наших ребят","How does a guitar help in war?
@tttambyl
Great interview with the call sign ""Highlander""
[https://dzen.ru/video/watch/6391f5d64ed77d6cebd9f556] (https://dzen.ru/video/watch/6391f5d64ed77d6cebd9f556)


If you support our military
If you are worried about our children",,
283.0,КОМУ ЭТО НУЖНО?!,WHO NEEDS THIS?!,,
284.0,🇺🇦 Зигующие ВСУшники едут на броне с нацистскими крестами.,"  Sieging APUs ride on armor with Nazi crosses.",,
285.0,"**«Ебать, меня попёрло»

**Зумерша жёстко завейпила **20 мг** никотина в школьном толчке и похвалилась этим перед своими одноклассниками в телеге.

Это поколение ещё можно спасти?","""Fuck, I'm fucked up.""

Zumerka stiffly wove **20 mg** of nicotine in the school push and boasted about it to her classmates in the cart.

Can this generation still be saved?",,
286.0,😱**Водителя из Китая сбило собственное авто.** Когда в него врезался другой автомобиль,A driver from China was hit by his own car. When another car hit him,,
287.0,Елка в Киеве,The tree in Kiev,,
288.0,Украинские тиктокерши,Ukrainian tiktokers,,
289.0,"Одесситы 🇺🇦 всем городом благодарят данного парня, ведь он тратит своё время на поддержку столба со светофором и тем самым уберегает их от ДТП","Odessa о the whole city thanks this guy, because he spends his time supporting a pole with a traffic light and thereby saves them from an accident",,
290.0,"**Зеленский как всегда клянчит ПВО** — однако теперь он уверяет «уважаемых партнеров», что будет напоминать о новых поставках постоянно

«В частности, я буду постоянно напоминать. Уважаемые партнеры! Найдите возможность дать надежную защиту неба, надежный щит ПВО. Вы это можете. Вы можете дать защиту нашим людям — стопроцентную защиту от российских ракет», — указал Владимир Зеленский.","Zelensky, as always, begs for air defense, but now he assures “respectable partners” that he will constantly remind of new supplies.

“In particular, I will constantly remind you. Dear partners! Find an opportunity to give reliable protection of the sky, a reliable air defense shield. You can do that. You can give protection to our people – one hundred percent protection from Russian missiles, Zelensky said.",,
291.0,Символ Z на украинской машине,Symbol Z on the Ukrainian car,,
292.0,Днепропетровск🇺🇦 no comments,Dnipropetrovsk,,
293.0,Походу кого-то завтра отправят в детдом,Someone will be sent to an orphanage tomorrow,,
294.0,"🇺🇦 Шведский противотанковый гранатомет ""Карл Густав"" загорается в руках у ВСУшника.

Западные ""друзья"" сливают на Украину оружие с истекшим сроком годности.","Swedish anti-tank grenade launcher ""Karl Gustav"" lights up in the hands of VSushnik.

Western “friends” are dumping expired weapons on Ukraine.",,
295.0,В Москве **Парк Горького** и **ВДНХ** вот таким образом украсили к Новому Году.😁,In Moscow ** Gorky Park ** and **VDNH ** this way decorated for the New Year,,
296.0,"👍 Х**ОРВАТИЯ — БРОНЗОВЫЙ ПРИЗЁР ЧМ 2022

**Марокко проигрывает 1:2 и остаются без медалей","Croatia - Bronze Prize of the World Cup 2022

**Morocco loses 1-2 and is without medals",,
297.0,🎅🏻 На открытие ёлки в Белгороде Дед Мороз приехал на БТР," ️ At the opening of the Christmas tree in Belgorod, Santa Claus came to the APC",,
298.0,"💁‍♂️Украинец спрашивает: ""За какую такую свою землю я должен воевать? За ту которая принадлежит олигархам и агрохолдингам? У меня, говорит, даже сотки своей нет, ТАК, ЧТО пускай идут воевать олигархи и директора агрохолдингов""","The Ukrainian asks: “What kind of land should I fight for?” For the one that belongs to oligarchs and agricultural holdings? I don’t even have a hectare of my own, so let oligarchs and directors of agricultural holdings go to war",,
299.0,Это та самая финка НКВД? Я просто не шарю,Is that the NKVD Finn? I just don't play around,,
300.0,"**Это то, что пацаны называют «суета»**","**That's what the boys call ""suetah""**",,
301.0,"🇺🇸**Их порядки…

**В США ученица старшей школы набросилась с кулаками на учителя после того, как тот позвонил ее родителям, чтобы сообщить им о ее плохих оценках.","ки** Their orders...

In the US, a high school student attacked a teacher with her fists after he called her parents to inform them of her poor grades.",,
302.0,"Неожиданная концовка, согласны?","Unexpected ending, right?",,
303.0,"Украинец всерьез рассказывает, что сбил ракету с пулемета, как тебе такое Илон Маск?","The Ukrainian seriously says that he shot down a missile from a machine gun, how do you like Elon Musk?",,
304.0,"**Минобороны РФ опровергает увеличение срока службы до двух лет:

**—  Статьей 38 Федерального закона установлено, что срок военной службы для военнослужащих, проходящих военную службу по призыву, составляет 12 месяцев.

— В настоящее время каких-либо изменений законодательства Российской Федерации в части, касающейся изменения сроков военной службы по призыву, Минобороны России не предлагается.","**The Ministry of Defense of the Russian Federation denies the increase in the service life to two years:

**- Article 38 of the Federal Law stipulates that the term of military service for conscripts is 12 months.

- Currently, no changes in the legislation of the Russian Federation in terms of changing the terms of military service on conscription, the Russian Defense Ministry is not proposed.",,
305.0,На кого бы вы поставили в бою Путина и Зеленского?,Who would you bet against Putin and Zelensky?,,
306.0,"**⚡️Готов выйти на ринг с Путиным, чтобы решить вопрос, как настоящие мужики**, — Зеленский в интервью LCI.

«Настоящий мужик, если он хочет передать кому-то сообщение или если он хочет набить ему морду — он делает это сам. Готов хоть завтра на единоборство с Путиным», - сказал Зеленский.","Ready to go into the ring with Putin to solve the issue like real men, — Zelensky in an interview with LCI.

“A real man, if he wants to give someone a message or if he wants to punch him in the face, he does it himself. I am ready at least tomorrow for combat with Putin, Zelensky said.",,
307.0,"**⚡️Срок службы срочников увеличится до 2 лет.

**Военный комиссар по Дмитрову, Талдому и Дубне, подполковник **Михаил Фотин** сообщил, что до военкоматов довели информацию, что с весны 2023 года срочники будут служить **полтора года**.

А призванные осенью следующего года, будут служить уже **2 года**. Связано, по его словам, это с тем, что «наши северные соседи вступают в НАТО» и «нужно будет создавать новые соединения и воинские части и комплектовать их не только военнослужащими по контракту, но и военнослужащими по призыву».

Также он сказал, что **мобилизация не завершена, а приостановлена**.

**Вскоре видео с обращением о продлении срочной службы было УДАЛЕНО С YOUTUBE!**","**.️The service life of conscripts will be increased to 2 years.

**Military Commissioner for Dmitrov, Taldom and Dubna, Lieutenant Colonel **Mikhail Fotin** said that the military enlistment offices were informed that from the spring of 2023 conscripts will serve ** a year and a half**.

And those called up next autumn will serve for **2 years**. According to him, this is due to the fact that “our northern neighbors are joining NATO” and “we will need to create new formations and military units and complete them not only with contract soldiers, but also conscripts.”

He also said that “mobilization is not completed, but suspended.”

**Soon the video of the appeal for an extension of the conscript service was removed from Youtube!**",,
308.0,"Оказывается, кричащий в Краснодаре: ""Слава Украине"", получил пиздюлей в тот же вечер...","It turns out, shouting in Krasnodar: “Glory to Ukraine”, received a pussy on the same evening. .",,
309.0,"Я не врач, но, вроде, он не выжил.

Застреленный напал на женщину и удерживал её с помощью ножа","I'm not a doctor, but he didn't seem to survive.

Shot dead man attacked woman and held her with knife",,
310.0,"**В селе Качановка Сумской области вместо питьевой воды из колодца потекла нефть

**Инспектор по охране окружающей среды, выехавший на место, подтвердил, что ""из колодца льется вязкая жидкость темного цвета с характерным запахом.","**In the village of Kachanivka Sumy region instead of drinking water from the well flowed oil

** The environmental inspector who went to the site confirmed that “a viscous, dark-colored liquid with a distinctive smell is pouring out of the well.",,
311.0,"У пенсионера из Сургута в квартире ебанул самогонный аппарат.

Теперь может любоваться видом на ночной город","A pensioner from Surgut has a fucking moonshine machine in his apartment.

Now you can admire the view of the night city",,
312.0,"Эффектным фаер-шоу закончился ужин в лондонском ресторане MNKY HSE. Из здания эвакуировали около 300 посетителей. В результате происшествия незначительные травмы получили два человека.

По признаниям одного из посетителей, огонь за считанные секунды распространился по всему зданию. Из-за спешки многие падали на пол и кричали от страха","A spectacular fire show ended with dinner at the London restaurant MNKY HSE. About 300 visitors were evacuated from the building. As a result of the incident, two people received minor injuries.

According to one visitor, the fire spread throughout the building in a matter of seconds. Because of the rush, many fell to the floor and screamed in fear",,
313.0,"🤦‍♂️ **ВСУшник чуть не самоликвидировался, выстрелив из СПГ**"," не ♥️ **Shooter almost self-destructed, firing from LNG**",,
314.0,"🇵🇪После состоявшегося госпереворота в Перу становится всё жарче

Народ начинает сопротивляться глобалистскому государственному перевороту.","After the coup in Peru is getting hotter

People are beginning to resist the globalist coup d’état.",,
315.0,"**В немецких магазинах появился неопределившийся с гендером Санта Клаус.

Н**емец возмущается тем, что гомосексуалисты покусились на святое.","**In German shops appeared undecided with gender Santa Claus.

The scumbag is outraged that homosexuals have encroached on the holy.",,
316.0,Бойцы РФ показывают лайфхаки перед стрельбой из АГС,Russian soldiers show life hacks before shooting from AGS,,
317.0,"В Краснодаре некий бородач кричал на улице ""Слава Украине"", а когда ему сделали замечание, тот чуть ли не полез драться...

Извинения через 3…2…1…","In Krasnodar, a bearded man shouted ""Glory to Ukraine"" on the street, and when he was made a remark, he almost went to fight. . .

Apology through 3...2...1 ..",,
318.0,"**Так в Питере выглядят машины, которые стояли на обочине во время плохой погоды

**Кому-то придется ждать лета.. 🫠","This is how cars in St. Petersburg look like when they were on the roadside during bad weather.

Somebody's gonna have to wait for summer.  ",,
319.0,Какая-то крайне отечественная реклама,Some very domestic advertising,,
320.0,"В Сургуте немного пьяненькая снегурочка неожиданно для себя осознала, что обладает суперсилой","In Surgut, a slightly drunken snowman suddenly realized that she has super strength",,
321.0,Этот аттракцион они запомнят надолго,The Attraction Oni remembers down,,
322.0,"💥✈️🇺🇸 Крушение американского истребителя F-35 Lightning II за $200 млн на авиабазе Форт-Уэрт в Техасе

Лётчик по итогу катапультировался за пару секунд до полной остановки самолёта🤡","The crash of an American F-35 Lightning II fighter for $ 200 million at Fort Worth Air Force Base in Texas

The pilot ejected a couple of seconds before the plane stopped completely",,
323.0,"Полицейский пёс vs очень буйный нарушитель

Зачем бить преступника в ответ, когда можно просто открыть дверь машины и выпустить козырь в виде К-9","Police dog vs. very violent intruder

Why hit a criminal back when you can just open the car door and release a K-9 trump card",,
324.0,🤡**  Порошенко наблюдает за полетом калибра**," ** Poroshenko watches the flight of caliber**",,
325.0,Ушел по-английски,He left in English,,
326.0,"18+ **В Турции в Анкаре неадекват расстрелял свою жену из пистолета прямо на улице

**Её госпитализировали, врачи борются за ее жизнь","18+ ** In Turkey, an inadequat shot his wife with a pistol on the street

She was hospitalized and doctors are fighting for her life",,
327.0,"🇷🇺🤝 #инфографика **Россияне стали больше помогать другим людям, несмотря на все сложности

В течение 2022 г. 59% россиян помогали незнакомым финансово нуждающимся людям, а 40% не доводилось это делать.** Об этом говорится в результатах опроса **Центра исследований гражданского общества и некоммерческого сектора НИУ ВШЭ.

Жители России чаще всего за последний год помогали другим поступками (72%), а также вещами (61%). **В целом в 2022 г. по сравнению с **пандемийным 2020 годом произошел значительный рост по этим показателям.

**__👇____ А как в этом году вы помогали другим? Напишите свои истории в комментариях!

__[От Первого Лица](https://t.me/otpervogolitsa)","#infographics ** Russians began to help other people, despite all the difficulties

During 2022, 59% of Russians helped strangers in financial need, and 40% did not. This is stated in the survey ** Center for Civil Society and Non-Profit Sector Research HSE.

Residents of Russia most often over the past year helped other actions (72%), as well as things (61%). **In general, in 2022, compared to the **pandemic year 2020, there was a significant increase in these indicators.

**_________ How have you helped others this year? Write your stories in the comments!

__[From First Person](https://t.me/otpervogolitsa)",,
328.0,"💥 Удары по критическим объектам Украины из окна самолета, предположительно, в Молдове.","¶ Strikes on critical objects of Ukraine from the window of the aircraft, presumably in Moldova.",,
329.0,🇺🇦🇷🇺 Кадры прилётов по подстанции Днепропетровской ГЭС.,"  Footage of arrivals at the Dnipropetrovsk HPP substation.",,
330.0,"🤬«Я нацист. Я за уничтожение русских».

Это видео наглядно демонстрирует, как украинская пропаганда превратила детей в поклонников фашисткой идеологии.","I'm a Nazi. I am for the destruction of the Russians.””

This video clearly demonstrates how Ukrainian propaganda has turned children into fans of fascist ideology.",,
331.0,Из-за проблем с энергией в Харькове остановилось метро. Пассажиров эвакуируют по тоннелю.,Due to problems with energy in Kharkiv stopped the subway. Passengers are being evacuated through the tunnel.,,
332.0,Удары были вскользь 🤡,Strikes were passing зь,,
333.0,"Вертолёт Ми-8 рухнул на аэродроме в Улан-Удэ. По нашим данным, погибли все три члена экипажа.

Частный борт, принадлежащий Улан-Удэнскому авиационному заводу, летел из аэропорта Восточный на аэродром Байкал. Он упал около зоны дозаправки. Предварительно, пассажиров и груза внутри не было — вертолёт просто перегоняли.","The Mi-8 helicopter crashed at the airfield in Ulan-Ude. According to our data, all three crew members died.

A private plane belonging to the Ulan-Ude Aviation Plant was flying from Vostochny airport to the Baikal airfield. He fell near the refueling area. Previously, there were no passengers and cargo inside - the helicopter was simply distilled.",,
334.0,"**Самый большой в мире цилиндрический аквариум лопнул в Берлине.

**16-метровая конструкция в пятизвёздочном отеле DomAquarée разбилась — вся солёная вода (примерно миллион литров) с полутора тысячами обитателей вытекла на улицу. Два человека пострадали, всех гостей отеля переселили.

На вызов приехали почти 100 сотрудников аварийно-спасательных служб. Почему аквариум лопнул — пока неизвестно.","The world’s largest cylindrical aquarium has burst in Berlin.

**16-meter structure in the five-star hotel DomAquarée crashed — all salt water (about a million liters) with a thousand and a half inhabitants flowed out onto the street. Two people were injured and all hotel guests were relocated.

Nearly 100 emergency responders came to the call. Why the aquarium burst is still unknown.",,
335.0,"В Киеве на станции метро ""Контрактовая площадь"" отключили свет.",In Kiev at the metro station “Kontraktovaya square” turned off the light.,,
336.0,В небе над Киевом сейчас. Что это?,In the sky over Kiev now. What is it?,,
337.0,🇺🇦🇷🇺 Серия взрывов в Киеве.,A series of explosions in Kiev.,,
338.0,🇺🇦🇷🇺 В Киевской области полиция запустила машины с громкоговорителями и призывает всех уйти в укрытия.,"  In the Kiev region, the police launched cars with loudspeakers and urged everyone to go to shelter.",,
339.0,"❗️Кадры пролёта одной из ракет над Украиной и работа ПВО.

В Харькове пропал свет, глава области подтвердил прилеты по подстанциям. Взрывы в Запорожье, Полтавской области, Днепропетровске, Кривом Роге, плюс очередная серия взрывов в Киеве.","Footage of the flight of one of the missiles over Ukraine and the work of air defense.

In Kharkiv, the light disappeared, the head of the region confirmed arrivals at substations. Explosions in Zaporozhye, Poltava region, Dnepropetrovsk, Kryvyi Rih, plus another series of explosions in Kiev.",,
340.0,"💥 **В Киеве прозвучали взрывы**. Николаевская область взрывы

Также мэр Харькова заявил о взрывах на инфраструктурных объектах.

Также сообщается о запуске 8 ракет «Калибр» с акватории чёрного моря.","There were explosions in Kiev. Nikolaev region explosions

The mayor of Kharkiv also announced explosions at infrastructure facilities.

It is also reported about the launch of 8 Kalibr missiles from the Black Sea.",,
341.0,"**Воздушная тревога объявлена на всей территории Украины**.

Источники сообщают, как минимум, о 60 ракетах запущенных стратегическими ракетоносцами Ту-95.","**Air alert declared throughout the territory of Ukraine**.

Sources report at least 60 missiles launched by strategic missile carriers Tu-95.",,
342.0,"**⚡️Генассамблея ООН приняла внесенную РФ резолюцию:

** __«Борьба с героизацией нацизма, неонацизмом и другими видами практики, которые способствуют эскалации современных форм расизма, расовой дискриминации, ксенофобии и связанной с ними нетерпимости».
__
Сообщается, что «за» проголосовали 120 стран, «против» высказались 50, «воздержались» — 10.

**Украина, Польша, Германия, Финляндия, Италия и др. страны голосовали против.**","**The UN General Assembly adopted a resolution submitted by the Russian Federation:

“Combating the glorification of Nazism, neo-Nazism and other practices that contribute to the escalation of contemporary forms of racism, racial discrimination, xenophobia and related intolerance.”
___
It is reported that 120 countries voted for, 50 voted against, 10 abstained.

**Ukraine, Poland, Germany, Finland, Italy and other countries voted against.**",,
343.0,Работа русских танкистов в бою с видом от первого лица.,The work of Russian tankers in a first-person battle.,,
344.0,"**Неадекват с ножом напал на пассажира метро в Москве**

Преступник, не стесняясь очевидцев, отобрал у жертвы мобилу. Когда же пострадавший попытался вернуть гаджет, грабитель достал нож и начал угрожать им.
Неадеквата задержали практически сразу.","Inadequate with a knife attacked a metro passenger in Moscow

The perpetrator, not shy of eyewitnesses, took the victim's mobile. When the victim tried to return the gadget, the robber took out a knife and began to threaten them.
Inadequate was detained almost immediately.",,
345.0,"В Москве родители на Wildberries заказали ребёнку игрушку, которая должна петь новогоднюю музыку, но она вдруг исполнила песню «Такого как Путин».

«Я видела его вчера в новостях. Он говорил о том, что мир на распутье. С таким, как он, легко и дома, и в гостях. И я хочу теперь такого, как Путин» – поётся в новогодней песне.","In Moscow, parents on Wildberries ordered a child toy that should sing New Year's music, but she suddenly sang the song ""Just like Putin.""

“I saw him on the news yesterday. He said the world was at a crossroads. With someone like him, it's easy at home and away. And now I want someone like Putin, he sings in the New Year song.",,
346.0,"Тут украинские журналисты рассказывают, что привязывать людей к столбу – это не варварство, а дань уважения великой украинской культуре","Here, Ukrainian journalists say that tying people to a pole is not barbarism, but a tribute to the great Ukrainian culture",,
347.0,"‼️Осуждённый напал на конвой с заточкой прямо в зале суда в Челябинской области

40-летнего Павла Волосова осудили за убийство в городе Карабаш, а когда правоохранители зашли к нему в клетку с наручниками, он выхватил заточку: один конвойный получил резаную рану головы, а его коллега — удар в шею.

Сотрудники полиции госпитализированы, один из них в тяжёлом состоянии. Нападавший тоже в больнице — в него стреляли во время задержания и ранили в правое бедро.","Convicted attacked the convoy with sharpening right in the courtroom in the Chelyabinsk region

40-year-old Pavel Volosov was convicted of murder in the city of Karabash, and when law enforcement officers went into his cage with handcuffs, he grabbed a sharpening: one convoy received a cut wound to the head, and his colleague – a blow to the neck.

Police officers were hospitalized, one of them in serious condition. The attacker is also in the hospital - he was shot during detention and wounded in the right thigh.",,
348.0,"Новогоднее чудо из Норильска: водитель автобуса выжил после жëсткого столкновения с грузовиком.

Большегруз занесло на скользкой дороге, и он кузовом влетел ровненько в кабину МАЗа. Мужчина в салоне в последнюю секунду успел увернуться от громадины. По нашим данным, он отделался лёгкими ушибами и нелёгким испугом. Водитель грузовика не пострадал.","New Year's miracle from Norilsk: a bus driver survived a violent collision with a truck.

The heavy truck drifted on a slippery road, and he flew straight into the cab of MAZ. The man in the cabin at the last second managed to dodge the giant. According to our data, he escaped with mild bruises and a hard scare. The truck driver was not injured.",,
349.0,"**😡 72-летний дед из г. Старый Оскол привязал собаку к своей шахе и хотел вывезти её в лес, мол та его порядком заебала** — это увидели сотрудники УМВД и немедленно остановили старого живодёра

Дворнягу в этот же день приютили неравнодушные","**A 72-year-old grandfather from the city. Old Oskol tied the dog to his checker and wanted to take it to the forest, they say that he fucked up in order** – this was seen by the Ministry of Internal Affairs and immediately stopped the old viper.

On the same day, they were not indifferent",,
350.0,"В Нью-Йорке разбили автомобиль жительницы Украины, нацарапали на нем буквы «Z» и украли видеорегистратор","In new York broke the car of a resident of Ukraine, scrawled on it the letters “Z” and stole the DVR",,
351.0,Неудачная попытка спасения в Бразилии.,A failed rescue attempt in Brazil.,,
352.0,"**Забайкальский казак избил украинцев за протест против РФ в Австралии. **Об этом пишут австралийские СМИ.

Вся ситуация закончилась массовой потасовкой, а самого атамана Семена Бойкова задержали и увезли в СИЗО.

Недавно он попросил российское гражданство у генконсула в Сиднее Игоря Аржанова из-за угрозы своей свободы и безопасности за пророссийскую позицию.","** Trans-Baikal Cossack beat Ukrainians for protesting against Russia in Australia **Australian media reports this.

The whole situation ended in a mass brawl, and the ataman Semyon Boykov was detained and taken to jail.

Recently, he asked for Russian citizenship from the Consul General in Sydney Igor Arzhanov because of the threat to his freedom and security for his pro-Russian position.",,
353.0,Президент Южного Судана обоссался при звуках гимна🤨,President of South Sudan pissed at the sound of the anthem,,
354.0,"Саакашвили сходит с ума в больничке, если еще не сошел с ума","Saakashvili is going crazy in the hospital, if not crazy",,
355.0,**Сваливший из Украины в Германию парень** топит за РФ.,The guy who left Ukraine for Germany is drowning for Russia.,,
356.0,"Вот в таких условиях приходится работать жителям Дальнего Востока.

До сих пор жалуешься на свою работу?","It is in such conditions that residents of the Far East have to work.

Still complaining about your job?",,
357.0,"🏠🇷🇺🇺🇦 Квартиру Зеленского в Крыму национализируют

«Из принципа именно у него заберём и кому-то подарим», — заявил глава республики Аксенов.

Он добавил, что массового характера это носить не будет. Речь идёт только о недвижимости Зеленского в посёлке Ливадия.","Zelensky’s apartment in Crimea will be nationalized

“From the principle, we will take it from him and give it to someone,” said the head of the republic Aksenov.

He added that it will not be mass-produced. We are talking only about the property Zelensky in the village of Livadia.",,
358.0,"**В Италии украинки просят прохожих помочь украинской армии

**Но люди устали от этого поэтому проходят мимо абсолютно равнодушно.","In Italy, Ukrainians ask passers-by to help the Ukrainian army

But people are tired of it, so they pass by indifferently.",,
359.0,"**Тетка из Татарстана пыталась установить связь с космосом, но вместо этого перепугала весь автобус

**Когда испуганный кондуктор попросил буйную особу покинуть салон автобуса, та потребовала избить ее.

__«Давай, пни меня в рожу! Давай, побей меня»

__**Терпеливый мужик этот кондуктор**","The aunt from Tatarstan tried to establish communication with space, but instead scared the whole bus

When the frightened conductor asked the violent woman to leave the cabin of the bus, she demanded to beat her.

Come on, kick me in the face! Come on, beat me.

Patient man this conductor",,
360.0,This channel can’t be displayed because it was used to spread pornographic content.,This channel can’t be displayed because it was used to spread pornographic content.,,
361.0,"**В Карабахе проходил митинг экоактивистов с голубем в руке, однако.. что-то с ним было не так **🥲

типичные сходки экоактивистов","**In Karabakh, there was a rally of eco-activists with a pigeon in his hand, but something was wrong with him.

grassroots",,
362.0,"18+ **В Монпелье ночью было жёстко

**Как минимум один человек серьезно пострадал в ходе столкновений футбольных фанатов во французском Монпелье","18+ In Montpellier the night was tough

At least one person was seriously injured in clashes between football fans in French Montpellier",,
363.0,"Кадры последствий утреннего обстрела Донецка. Мэр города заявил, что сегодня центр Донецка подвергся самому массированному удару с 2014 года.",Footage of the consequences of the morning shelling of Donetsk. The mayor of the city said that today the center of Donetsk suffered the most massive blow since 2014.,,
364.0,🪖  **Прилет по позиции ВСУшника под Артемовском**,"  ** Arrival at the position of VSushnik near Artemovsky**",,
365.0,"**Деду пробили дымоход, праздник больше не приходит... 🥴**","My grandfather was hit by a chimney, the holiday no longer comes.  **",,
366.0,"Байден внезапно остановился посреди выступления, повернулся спиной к слушателям и сказал: «**Не прыгайте!**».

Чертовы невидимые скачущие украинцы, опять подставили деда.","Biden suddenly stopped in the middle of the speech, turned his back on the audience and said, “Don’t jump!”

Damn invisible galloping Ukrainians, again framed grandfather.",,
