Index,Post,Trans,Label,Type
50067,"**Верховная Рада национализировала НКМЗ в Краматорске, чтобы перевести производство вглубь страны и организовать выпуск 155 мм гаубицы «Богдана» — это подтверждает, что Украина покидает город

**Как сообщил источник Readovka, истинной целью национализации Новокраматорского Машиностроительного Завода (НКМЗ) является демонтаж и релокация градообразующего предприятия вглубь страны **с целью организовать на нем производство гаубицы «Богдана», разработанной под натовский калибр 155 мм.** Это подтверждает тот факт, что Украина уходит из Краматорска — еще ранее Парламент Украины принял постановление, разрешающее принудительно изъять имущество предприятия «в связи с возможной потерей контроля территории в городе».

Более того, как уточняет источник, инициировали национализацию бывший глава МВД Украины Арсен Аваков и экс-нардеп Сергей Пашинский, а исполнителями стали коррумпированные нардепы Ефимов и Арахамия. Это говорит о том, что национализация НКМЗ — не более, чем очередная коррупционная схема с целью «распила» миллиардов из украинского бюджета. 

Гаубицу «Богдана» строят с 2014-го года, в настоящий момент построен только один экземпляр и есть заготовки еще на 36. На заводе работает более 8 тыс человек — в результате национализации все они останутся без работы.",,,
50068,"Артиллеристы поздравляют своих братьев по оружию с Днем ВДВ!
В честь праздника организован салют из РСЗО по складам ВСУ.

__**🇷🇺Победа будет за нами!**🇷🇺

__@razved_dozor",,,
50069,"в Херсонской области украинские боевики на участке дороги вблизи Долгового расстреляли автобус с мирными жителями, которые эвакуировались на подконтрольные киевским властям территории. (c) МО РФ",,,
50070,"Я тут ошибся, на самом деле здесь живет более тысячи человек, часть населения получила от нас помощь",,,
50071,Выдаём хлеб и тушенку жителям Новолуганского,,,
50072,"**Кадры последствий** [**ударов**](https://t.me/RtrDonetsk/8112)** со стороны боевиков ВСУ по Кировскому району Донецка.** 

Разрушены детские площадки, разбиты окна в жилых домах мирных граждан.

@opersvodki",,,
50073,"**В Херсоне задержаны лица, ранее состоящие на службе в спецподразделении МВД Украины ""Корд"". **

В ходе проводимых оперативных мероприятий задержанные сообщили правоохранительным органам о тайнике, в котором хранился большой арсенал оружия, а также взрывные устройства, которые украинские спецслужбы должны были использовать для проведения диверсионно-террористической деятельности в регионе.

@opersvodki",,,
50074,"После прилета по располаге в Чугуеве.

https://t.me/belvestnik/29064",,,
50075,"**Нацистская символика, тематические фото- и видеоматериалы, волчьи крюки и танцы с экстремистами — содержимое компьютера типичного азовца

**Данный компьютер был обнаружен в Мариуполе, на бывшей базе ""Азова""",,,
50076,"**‼️🇺🇦🏴‍☠️Сводка по преступлениям ВСУ и киевского режима:

**▪️**В** **Славянске** **в зданиях техникума национального аграрного университета** боевики ВСУ оборудовали опорный пункт;
▪️ В**о дворце спорта** в **Харькове** размещаются** подразделения ВСУ**, оборудованы склады вооружения и боеприпасов;
▪️ Боевики территориальной обороны оборудовали огневые позиции **ПЗРК на верхних этажах жилых домов в Одессе.
****t.me/rusvesnasu**",,,
50077,"❗️💥**Как выглядит Северодонецк сегодня: в освобождённом городе разбито больше половины многоэтажек

**Депутат Народного Совета ЛНР Виталий Кишкинов показывает сильнейшие разрушения задний обстрелами украинских нацистов и констатирует, что свыше 50% многоквартирных домов уже невозможно будет восстановить.

 t.me/Rusvesnasu",,,
50078,"Свежий трофей. В руки бойцов в целости попал украинский бронеавтомобиль КРАЗ Кобра.
@Ugolok_Sitha",,,
50079,"**Выход российской армии из оперативной паузы сопровождается сообщениями о резком росте потерь украинской армии на Донбассе.

**В последние дни укроСМИ посвящают некрологи не одному ликвидированному ВСУшнику, а целому танковому или вертолетному экипажу.",,,
50080,"**Беженцы из Одессы и Николаева, прибывающие в Херсонскую область, не могли получить гражданство РФ — после цифровизации управления вопрос решили за несколько дней

**Первый зампред Комиссии по СМИ ОП РФ Александр Малькевич [рассказал](https://t.me/alexandr_malkevich/9181), что сразу после того, как Владимир Путин подписал указ об упрощенной выдаче российских паспортов украинцам, возникли сложности. На территории Херсонской области, в которую люди приезжали из Одессы и Николаева, беженцы из пока подконтрольных Киеву областей не могли получить документы в том же порядке, что и жители с пропиской в Херсоне.

Дело в том, что в тот момент в отношении них не было соответствующего законодательства и указов. Но в Херсоне сейчас проходит цифровизация управления и работают структуры, которые налаживают обратную связь между жителями и органами власти, в том числе и в соцсетях. Именно оттуда и стало известно, что существует такая проблема.

В итоге все разрешилось благополучно: обращения граждан заметили, и администрация освобожденного региона взяла вопрос на контроль. Проблему решили буквально за несколько дней — теперь все украинцы, которые волей судьбы оказались в Херсонской области, могут получить гражданство во всех паспортно-визовых пунктах.",,,
50081,"И так, что есть интересного на Ростивцева Вячеслава Владимировича, который на [таможне занимается саботажем](https://t.me/notes_veterans/4223?single), и блокирует важный груз для Росгвардии.

У этого персонажа есть родственники в Харькове, служат в Кракене. Видимо бедствуют, ибо два дня назад, Вячеслав делал денежный перевод родственникам в Харьков. 
Еще есть информация, что среди очень хороших знакомых Вячеслава, всё в том же Харькове, есть действующие сотрудники СБУ. 

Как так-то😱 это что же получается, подрядчик при таможне, может сотрудничать со спецслужбами врага? Не, не верю)",,,
50082,"Я думаю, что американцы не остановятся на одиночном визите старушки Нэнси и будут дальше троллить китайцев. У них это вполне хорошо получается, а китайцы сколько бы не рассказывали о том, что это у них такой хитрый план, на самом деле ничего сделать не могут. Вернее конечно могут, но для конкретных действий нужна решимость, а вот ее как раз Китаю обычно не хватает. 

На провокации будут отвечать парадами и бряцать оружием, забивая танками и прочими ББМ прибрежные города ( в чем смысл подтягивания такого количества бронированной техники на побережье, я не понимаю). Не удивлюсь, что следующим кто совершит визит в Тайбэй, станет Джо Байден. И не просто совершит, а ещё и будет угрожать оттуда Пекину, требуя прекратить запугивать Тайвань. 

На все это Пекин ответит возмущениями, заявлениями, предупреждениями, учениями, но не более того. В кулуарах же будет просить  Вашингтон быть  более снисходительным, будучи сам готов к конструктивному диалогу по действительно важным для американцев вопросам.",,,
50083,"Вообще нет ничего интереснее, чем наблюдать сосредоточенный и точный артиллерийский огонь. Тела противника остаются лежать на земле, техника горит, рядом твои товарищи отпускают веселые шутки, отмечая ими особо удачное попадание.

 Операторы БПЛА висят над врагом, артелы вводят корректировки для следующего залпа. Раскаты батарей сотрясают командный пункт, но это добрая гроза. Звук работы твоей Арты успокаивает  сердце, а результат радует глаз.",,,
50084,"**__‼️""Кто с мечом к нам придет, от меча и погибнет""

__**🇲🇰Югославский гранатомет M80 «Золя», переданный украинским боевикам Македонией, теперь на вооружении у спецназа ""🅾️тважных"". #эксклюзив с фронта

**t.me/RVvoenkor**",,,
50085,"**«Сербы пробудились от европейского сна»

**Жители Сербии видят новую геополитическую ситуацию и быстро пробуждаются от «европейского сна», поэтому в большинстве своем выступают против введения [антироссийских санкций](https://riafan.ru/23569639-_probudilis_ot_evropeiskogo_sna_v_serbii_ob_yasnili_nezhelanie_vvodit_sanktsii_protiv_rf). Таким мнением со мной поделился политолог и главный редактор портала «Новая сербская политическая мысль» Джорже Вукадинович.

Недавнее исследование НСПМ подтвердило, что большинство сербов выступают против введения антироссийских санкций. И с каждым месяцем эти настроения все крепнут. Cогласно последнему опросу, против ограничений выступили 84% респондентов, тогда как в мае показатель составлял 82,2%.

Руководитель исследования отметил, что это происходит параллельно «агрессивной прозападной пропаганде в СМИ» направленной против России и «колеблющейся позиции властей» по этому вопросу.

При этом, по данным исследования, поддержка вступления в ЕС находится в постоянном падении. За членство высказались 36,2% граждан, в то время как 43,6% — против.

__«Граждане Сербии в значительной мере видят новую геополитическую ситуацию и быстро пробуждаются от многолетнего «европейского сна». Второе — протестно реагируют на давление и агрессивную антирусскую кампанию, которая в последние месяцы присутствует во многих СМИ и особенно в большинстве заявлений оппозиционных политических партий. 

Как новое-старое правительство поступит в этом вопросе, не совсем понятно. Но я считаю, что любая власть должна отдавать отчет о таком ясном и очевидном, почти плебисцитарном расположении абсолютного большинства своих граждан», — заключил Вукадинович.__",,,
50086,"‼️🇺🇦**Чем больше становится известно об Украине, тем меньше она напоминает демократию - **[**The Federalist

**](https://thefederalist.com/2022/07/27/as-ukrainians-defect-to-russia-we-should-ask-whether-our-billions-are-saving-democracy-or-aiding-corruption/)🧐**Американское издание сомневается, что Украина— образец демократии,** как это утверждает Байден. 

📌Автор отмечает, что** по уровню коррупции Украина ничуть не лучше остальной части бывшего Советского Союза, а ее зарождающаяся демократия далеко не свободна. **Уже при Зеленском критиковавшие правительство газеты закрывались одна за другой. А с началом боевых действий журналисты отчаянно борются за возможность свободно и честно освещать события.

В конце концов автор приходит к выводу, что **Украинское государство имеет серьезные недостатки и обладает качествами, несовместимыми с демократией.

__P.S.  Остается вопрос, будет ли Украина вообще государством в дальнейшем.

__**[ИЗНАНКА](http://t.me/The_Wrong_Side) ★ t.me/The_Wrong_Side",,,
50087,"❗️**Российская армия освободила большую часть поселка Пески под Донецком. ВСУ понесли большие потери

**По данным **«Иди и смотри», **ВС РФ и НМ ДНР освободили большую часть поселка Пески. Тем не менее, праздновать окончательную победу рано — бои в населенном пункте еще продолжаются.

При этом ВСУ под Донецком несут крупные потери. Число пленных и дезертиров начинает стремительно расти.

В районе Песок находится мощный укрепрайон ВСУ, который украинцы выстраивали последние восемь лет. Взять его — крайне нетривиальная задача. Именно оттуда наносится значительная часть украинских ударов по мирному Донецку.

**__@smotri_z__**",,,
50088,"Посол КНР в США заявил, что Китай даст мощный и сильный ответ на провокацию с полетом Пелоси на Тайвань. Насчет сильных ответов было уже сказано немало. Осталось их продемонстрировать на практике, так как США свой ход сделали и теперь Китаю нужно как-то отвечать. Одних слов очевидно недостаточно.",,,
50089,"Также сообщают об освобождении поселка Травневое в районе Горловки.
Ждем подтверждающие фото/видео.

https://t.me/svarschiki/6662",,,
50090,"У нас новый эксперт по турбинам для газопроводов. 
Ранее правительство Германии и Кремль заявляли, что не знают, где находится турбина, которую собирается осмотреть Шольц.

https://t.me/SergeyKolyasnikov/40781",,,
50091,"Чем хороша вся ситуация вокруг Тайваня и Пелоси для РФ (за исключением сценариев ядерной войны), так это тем, что США своими руками подталкивают Китай к более тесным отношениям с РФ и фактически исключают сценарии, когда США могли бы вести только одну Холодную войну, а не две одновременно. Чем бы не завершилась кризис вокруг Тайваня, очевидно, что отношения Китая и США будут стремительно деградировать. Верный признак необратимых последствий мы увидим, когда Китай начнет стремительно избавляться от американских облигаций и сокращать свои активы в США и Европе.",,,
50092,"Говорю с традиционно прокитайскими товарищами. Мнение едино - «попугали ракетами, повозили их взад-вперед и утерлись».

Для Китая на нынешний момент это катастрофа, глубину которой осознаем со временем. Да и что теперь сделают? Не дадут улететь? 

Все все поняли",,,
50093,"Сейчас в Киеве у многих отлегло от сердца. Начнись война между Китаем и США, про Украину не то, что быстренько бы забыли, ее предложили бы России в качестве приза за поддержку той или другой стороны. А бонусом привезли в Донецк Зеленского и Ко в любом виде, который захотела бы Москва, хоть нафаршированного через задний проход яблоками.",,,
50094,"Не особо верю в сообщения о якобы воздушном бое/перестрелке  между ВВС НОАК и Тайваня. Решись Китай на бой, все было бы куда масштабнее. В любом случае, мир еще ближе подошёл к той черте, за которой столкновение гегемонов становится неизбежным.",,,
50095,https://youtu.be/lFkZafCviUA,,,
50096,"Видео приземления Пелоси на Тайване.
Теперь ход за Китаем.",,,
50097,"Правда от первого лица
о потерях ВСУ в н.п Пески
опубл 02.08.2022
переведено с мови автопереводом. 
Ps
Правда или убаюкивающая история для противника - покажет время.",,,
50098,"Отмечаются новые вылеты истребителей ВВС НОАК в направлении Тайваня, а также новые вылеты истребителей США с авиабазы в Японии.",,,
50099,"На Тайване уже готовят встречу Пелоси.

https://t.me/dimsmirnov175/35989",,,
50100,"Самолет с Пелоси вошел в опознавательную зону ПВО Тайваня.
Сообщения о том, что он якобы уже сел, пока действительности не соответствует. Но скоро сядет. 

Так как Китай считает воздушное пространство Тайваня своим воздушным пространством, а США признают ""политику одного Китая"", фактически происходит вторжение США в воздушное пространство Китая. Максимально демонстративное и максимально провокационное.",,,
50101,"Хотя сейчас на секунду получается вот так. 
https://t.me/boris_rozhin/59196",,,
50102,"Самолёт Пелоси это не casus belli, но это лишнее напоминание Пекину, где его  место в мировой политике по мнению Вашингтона.

Убеждён, что сейчас, вот прямо в моменте, никаких жёстких реакций не будет. Будут злые и громкие заявления Пекина, но до войны не дойдёт. Какая война? Кого с кем? У Китая миллиарды в американских облигациях, зависимость от рынка США. И вполне себе компрадорская элита, половина точно. 

Но вот выводы в Пекине сделают точно. Уже писал, что сейчас Китай скорее поддерживает Россию, чем нет, не от большой любви. А потому что в Пекине понимают  - они следующие. Причём, даже когда Россия победит в украинском раскладе (не если, а и именно когда), Пекин в любом случае следующий. AUKUS не просто так создали. 

И вот сейчас американская дипломатия, армия и пиар машина (она особенно удачно) начинают эту долгую кампанию по вышибанию Китая из мировой политики.",,,
50103,"**Спецкор «Народных Новостей» запечатлел исторический момент начала операции по освобождению Авдеевки

**Прямо сейчас под Донецком происходит один из основных переломных моментов в операции по освобождению всего Донбасса — началось освобождение Авдеевки. 

В течение нескольких дней артиллеристы ДНР вели активный огонь по укрепленным позициям ВСУ, чтобы обеспечить дальнейшее продвижение союзных сил, передает специальный корреспондент **«Народных Новостей»** с места событий. 

После достаточно долгой прогулки по окопам, бойцы ДНР вывели нашего военкора к шахте Бутовка, которая уже полностью освобождена от противника. 

Бутовка — одна из ключевых точек в дальнейшем освобождении пока еще подконтрольной Киеву Авдеевки.

__«Теперь противнику будет намного сложнее перемещаться. По сути эта шахта является ключом к окончательному освобождению Авдеевки», — рассказал командир 3-й роты 1-й Славянской бригады с позывным **Белый**.

__[**Читать репортаж Дмитрия Астраханя из Донбасса полностью

**](https://nation-news.ru/23569069-spetskor_zapechatlel_istoricheskii_moment_nachala_operatsii_po_osvobozhdeniyu_avdeevki)#украина #донбасс",,,
50104,"Бойцы [товарища Волги](https://t.me/ghost_of_novorossia/6360?single) очищают лесопосадки от мин-""лепестков"". 

Укронацисты засеивают лепестками населенные пункты и дороги - им плевать на мирняк. 

Российские солдаты с риском для себя разминируют участки, чтобы не подорвались в т.ч. и мирные.

Кто же на самом деле освобождает территорию Украины и от чего?

Риторический вопрос, правда?!",,,
50105,"**⚡️Спецборт спикера Палаты представителей Конгресса США Нэнси Пелоси приземлится в тайбэйском аэропорту Суншань во вторник около 22:00 по местному времени (17:00 мск), сообщил тайваньский телеканал ""Саньли"" со ссылкой на данные полиции. 

Китай прогнули. Ответа не будет - Си может готовиться к сдаче власти**",,,
50106,"Архивное. Колонна ВДВ, на территории народных республик.",,,
50107,"Вы будете смеяться, но выражение ""последнее китайское предупреждение"" связано с Тайваньским кризисом. Не нынешним, четвертым по счету, а вторым. Не знаю, грозили ли тогда китайцы  нанести удары по центрам принятия решений, но просто предупреждения делали. Ниже - чуток урезанная мной статья по теме из Вики.

Выражение возникло в связи с обострением американо-китайских отношений в 1950—1960-х годах, касающихся тайваньского вопроса. 
Первое предупреждение было сделано Китаем 7 сентября 1958 года (в этот период происходил второй тайваньский кризис). 
США, не признавая коммунистическую власть в Китае (но признавая режим Чан Кайши), осуществляли разведывательные полёты над территориальными водами Китая. Китайская Народная Республика фиксировала все нарушения своего воздушного и водного пространства со стороны США. На каждое такое нарушение правительство КНР по дипломатическим каналам посылало так называемое «предупреждение» американской стороне, однако никаких действий не предпринимало. 
Например, в апреле 1962 года американский боевой корабль в течение недели патрулировал в Жёлтом море, и за это время Китай сделал три серьёзных предупреждения по поводу вторжения в его территориальные воды. Все эти предупреждения нумеровались. 
Поскольку в те годы нарушения со стороны США китайского воздушного и водного пространства, особенно в районе Тайваньского пролива, были нередки, то и нумерация предупреждений зашкаливала за многие сотни. 
Точное количество сделанных Китаем предупреждений оценить сложно. Известно, что только к концу 1964 года их было более 900.
«Последние предупреждения» китайского правительства регулярно транслировались информационными агентствами и стали притчей во языцех. С тех пор в русском языке выражение «(последнее) китайское предупреждение» стало нарицательным. Используются различные варианты этого крылатого выражения, например: «647-е китайское предупреждение», «723-е, последнее, китайское предупреждение» и т. п.

(С) Максим Войтенко",,,
50108,"**Самолет, на котором Пелоси летит на Тайвань, сядет в аэропорту Суншань — между** **тем на острове готовятся встречать «званую» гостью

**Самолет, на котором Пелоси летит на Тайвань, сядет в аэропорту Суншань, пишет IntelWalrus. Диспетчеры наземной службы уже получили зашифрованный сигнал «звездного» рейса — он приземлится в Тайбэй, сообщает канал, который специализируется на поиске информации из открытых источников.

В самом Тайване уже вовсю готовятся встречать Пелоси: в [отеле](https://t.me/readovkanews/39639), где американская делегация сняла номера, и в местном парламенте расстилают ковровые дорожки, а на одном из перекрестков появится огромный светодиодный плакат с приветствием спикера Палаты представителей.

При этом Тайвань пытался отговорить Пелоси от визита, остерегаясь угрозы Китая. Так СМИ Тайваня сообщают, что власти острова хотели отозвать приглашение Пелоси, но чиновница настояла на приезде под предлогом того, что будет что-то «историческое».

Так и есть — все «внешние» тайваньские острова перешли в состояние полной боеготовности. Такого не было со времен кризиса в 1996 году. Китай, в свою очередь, стянул свою народно-освободительную армию в провинцию, ближайшую к [острову](https://t.me/readovkanews/39627). Там находятся бронетехника, авиация, ракеты. В акватории сейчас располагаются китайские корабли, в том числе авианосец с ударной группировкой. 

Никто не хочет видеть Пелоси в Тайване, кроме [руководства](https://t.me/readovkanews/39619) США. Фактически оно и дало разрешение на этот полет, предоставив Пелоси военный борт. Сейчас ни администрация США, ни администрация Китая не имеют права на ошибку и поражение в конфликте вокруг Тайваня, так как это приведет кого-то из них к краху.",,,
50109,"Видео от воинов реактивно-артиллерийского дивизиона 37-ой бригады.
t.me/rezhimbe",,,
50110,"Если Китай не ответит, США продемонстрируют, что все разговоры о том, что мир больше не однополярный - просто болтовня. Они разжигают намеренно",,,
50111,"❗️**Минобороны РФ после слов замначальника ГУР Минобороны Украины о согласовании с США целей для HIMARS заявило, что Вашингтон напрямую вовлечен в конфликт на Украине

**Минобороны России заявило о доказательствах прямого участия США в конфликте на Украине. Поводом для этого стали слова представителя украинской разведки (ГУР) генерала Скибицкого о прямом согласовании Вашингтоном каждой цели Киева перед ударами из HIMARS.

В ведомстве заявили, что:

— Скибицкий признался, что «перед запусками ракет между представителями разведслужб обеих стран идут консультации, которые позволяют Вашингтону остановить любые потенциальные атаки, если бы они были недовольны намеченной целью».

— Администрация Байдена ответственен за все одобренные Киеву ракетные атаки по жилым кварталам и объектам гражданской инфраструктуры населённых пунктов Донбасса и других регионов, повлекших массовую гибель мирных жителей;

— Удары ракетами HIMARS по[ Новой Каховке](https://t.me/readovkanews/38509) 12 июля, по [Стаханову](https://t.me/readovkanews/38822) 17 июля, по [Красному Лучу ](https://t.me/readovkanews/39212)24 июля, десятки ракетных ударов по [Донецку](https://t.me/readovkanews/39548) и удар[ ](https://t.me/readovkanews/39455)29 июля по следственному изолятору в[ Еленовке](https://t.me/readovkanews/39455), были спланированы режимом Зеленского и одобрены Вашингтоном.

Ранее в интервью британской The Telegraph представитель ГУР Минобороны Украины Вадим Скибицкий сообщил, что ВСУ для нанесения ударов с помощью РСЗО HIMARS пользуются данными, которые получают в режиме реального времени. Но американские специалисты не занимаются прямым определением целей для поставленных систем оружия, поскольку США не желают считаться участником конфликта.",,,
50112,Испания отказалась от идеи передать Украине танки Leopard — министр обороны королевства,,,
50113,"Самолет, на борту которого может находиться Пелоси, повернул в сторону Тайваня — Flightradar",,,
50114,"**Центр Донецка снова под обстрелом ВСУ — погибла продавщица, которая работала в местном магазине 

**ВСУ снова бьют по центру Донецка — удар пришелся по Киевскому району. Военкор Readovka Ростислав Шорохов сообщает, что** снаряд упал в 30 метрах от продуктового магазина «За Друзей»** — продавщица погибла на месте. 

Кроме того, рядом с местом прилета находился водитель — мужчина ранен, его госпитализировали. Владелец магазина сообщает, что всего работников было двое — погибшей оказалась 45-летняя Елена. 

На кадрах видны последствия взрыва: магазин разрушен, повсюду лежат осколки от витрин и окон, на дороге — кровь, обломки снаряда и пробоины от взрыва.

Тем временем штаб теробороны ДНР сообщает, что при обстреле ВСУ Киевского района Донецка **пострадали еще три человека **— 27-летняя девушка и две женщины — 47 и 83 лет.",,,
50115,"По данным СМИ, власти Тайваня пытались отозвать приглашение Пелоси на остров из-за связанного с этим риска

Сообщается, что она настояла на поездке под предлогом того, чтобы совершить что-то «историческое». 

Как же задолбали эти демократизаторы, поджигающие там, где плохо горит",,,
50116,"[​](https://telegra.ph/file/57900d69ba0818240e856.mp4)**ТранжЫрство по-демократски **🤑

Бабуля #Пелоси сейчас совершает авиатур по тихоокеанскому региону, за которым, без преувеличения, следит весь мир. Ибо если авторка нетленки «Слава Ухани!» решится-таки приземлить свои старческие кости на мятежный китайский остров Тайвань, последствия могут быть самые что ни на есть серьезные. И не только для взаимоотношений Штатов и Поднебесной, но и [для всей планеты](https://t.me/montyan2/2247).

Но «на посошок», перед отбытием с родины, Нэнси решила порадовать нас очередным перлом из репертуара Капитана Очевидность. **«Мы никогда не тратили столько денег!» — говорит спикер Палаты представителей.** Значок из перекрещенных американского и украинского флагов как бы намекает, откуда ноги растут у этого бюджетного феномена. Налогоплательщик и избиратель «неистово одобряют», что очень заметно по рейтингам Демпартии. Ну не хотят они, несознательные, входить в положение находящихся у власти ее  предводителей, которые щедро разбрасываются баксами на всякие сомнительные программы.

И многомиллиардная военная поддержка Салорейха если и не запустила кризисные явления в экономике, то уж определенно им поспособствовала. **И комфортное «Это Путин виноват» здесь уже не работает — приходится выкручиваться.** Например, продавливать «Закон о борьбе с инфляцией», в котором можно обнаружить [такие «популярные» в народе статьи](https://www.democrats.senate.gov/imo/media/doc/inflation_reduction_act_one_page_summary.pdf), как повышение налогов и предложение вбухать инвестировать в зеленую повесточку 369 ярдов. 🙈

Да, госпожа Пелоси, действительно, денег немало! 😂

★ [Канал #МОНТЯН!](https://t.me/+KZ9Qi833lHFhNjJi)
­",,,
